ID,TableIndex,Season,League Rank,Squad,NumPlayers,Avg_Age,Avg_Poss,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Attendance,Annual Wages,League,gf2,ga2,gfga,Available_Points,Pythagorean_%,Predicted_Points,Difference
369,82,2021-2022,2,Marseille,28,27.9,55.6,30,18,7,5,54,29,25,61,2.03,49.8,36.6,13.2,0.44,62532,49776705,Ligue1,2916,841,3757,90,0.776151184,69.8536066,-8.853606601
370,83,2021-2022,3,Monaco,28,25.4,49.1,30,17,7,6,63,42,21,58,1.93,50.2,40,10.1,0.34,6931,44263068,Ligue1,3969,1764,5733,90,0.692307692,62.30769231,-4.307692308
371,84,2021-2022,6,Lille,25,26.7,59.6,30,15,7,8,54,38,16,52,1.73,54.9,33.4,21.5,0.72,33048,16868075,Ligue1,2916,1444,4360,90,0.668807339,60.19266055,-8.19266055
372,85,2021-2022,7,Rennes,28,25.9,54.7,30,15,5,10,48,33,15,50,1.67,45.7,37.7,8,0.27,25734,15607541,Ligue1,2304,1089,3393,90,0.679045093,61.11405836,-11.11405836
373,86,2021-2022,4,Lyon,27,26.3,58,30,13,8,9,47,33,14,47,1.57,46.1,38.4,7.7,0.26,40814,37392668,Ligue1,2209,1089,3298,90,0.669799879,60.28198908,-13.28198908
374,87,2021-2022,10,Reims,27,25.6,47.1,30,11,14,5,40,29,11,47,1.57,51.2,38.3,13,0.43,10805,8737143,Ligue1,1600,841,2441,90,0.65546907,58.9922163,-11.9922163
375,88,2021-2022,5,Nice,27,27.4,51.2,30,11,12,7,38,28,10,45,1.5,41.9,33.5,8.4,0.28,18650,28530433,Ligue1,1444,784,2228,90,0.648114901,58.33034111,-13.33034111
376,89,2021-2022,16,Lorient,25,25.9,45.3,30,12,9,9,42,40,2,45,1.5,35.5,46,-10.5,-0.35,13515,5186477,Ligue1,1764,1600,3364,90,0.524375743,47.19381688,-2.193816885
377,90,2021-2022,19,Clermont Foot,26,27.8,48.8,30,11,7,12,31,41,-10,40,1.33,34.4,48.3,-13.9,-0.46,10428,2395978,Ligue1,961,1681,2642,90,0.363739591,32.73656321,7.26343679
378,91,2021-2022,15,Toulouse,26,25.9,51,30,11,5,14,46,52,-6,38,1.27,42.3,46.4,-4.1,-0.14,22932,5475148,Ligue1,2116,2704,4820,90,0.439004149,39.51037344,-1.510373444
379,92,2021-2022,11,Montpellier,27,26.6,46.8,30,11,4,15,46,50,-4,37,1.23,39.2,48.5,-9.3,-0.31,11710,8486961,Ligue1,2116,2500,4616,90,0.458405546,41.25649913,-4.256499133
380,93,2021-2022,8,Nantes,27,27.5,46,30,6,13,11,32,42,-10,31,1.03,34.3,39.7,-5.4,-0.18,26216,13404013,Ligue1,1024,1764,2788,90,0.367288379,33.05595409,-2.055954089
381,94,2021-2022,18,Auxerre,33,28.2,44.1,30,7,8,15,27,51,-24,29,0.97,31.5,44.1,-12.6,-0.42,14090,412543,Ligue1,729,2601,3330,90,0.218918919,19.7027027,9.297297297
382,95,2021-2022,14,Brest,25,27.3,43.9,30,6,10,14,34,48,-14,28,0.93,33.8,48.9,-15,-0.5,11239,6273807,Ligue1,1156,2304,3460,90,0.334104046,30.06936416,-2.069364162
383,96,2021-2022,9,Strasbourg,26,28.3,46.7,30,5,11,14,38,52,-14,26,0.87,36.8,49.5,-12.7,-0.42,23553,11238970,Ligue1,1444,2704,4148,90,0.348119576,31.33076181,-5.330761813
384,97,2021-2022,17,Troyes,28,26.7,43.8,30,4,9,17,38,64,-26,21,0.7,33.8,57.2,-23.4,-0.78,8344,4859314,Ligue1,1444,4096,5540,90,0.260649819,23.45848375,-2.458483755
385,98,2021-2022,20,Ajaccio,31,30,45.3,30,6,3,21,21,55,-34,21,0.7,33.7,41,-7.2,-0.24,6422,2309378,Ligue1,441,3025,3466,90,0.127236007,11.45124062,9.548759377
386,99,2021-2022,12,Angers,34,26.6,46.6,30,3,5,22,23,64,-41,14,0.47,33.8,48.2,-14.4,-0.48,8456,7640191,Ligue1,529,4096,4625,90,0.114378378,10.29405405,3.705945946
387,0,2017-2018,1,Juventus,33,29.2,57.2,38,30,5,3,86,24,62,95,2.5,55.3,27.4,27.9,0.73,39316,143995386,Serie A,7396,576,7972,114,0.927747115,105.7631711,-10.7631711
388,1,2017-2018,3,Napoli,40,28,63.4,38,28,7,3,77,29,48,91,2.39,67.1,27.1,40.1,1.05,43050,79226760,Serie A,5929,841,6770,114,0.87577548,99.83840473,-8.838404727
389,2,2017-2018,5,Roma,47,27.4,58,38,23,8,7,61,28,33,77,2.03,63.4,37.2,26.2,0.69,37450,74892476,Serie A,3721,784,4505,114,0.825971143,94.16071032,-17.16071032
390,3,2017-2018,4,Inter,34,27.6,57.1,38,20,12,6,66,30,36,72,1.89,56.7,37.2,19.6,0.52,57529,78903702,Serie A,4356,900,5256,114,0.828767123,94.47945205,-22.47945205
391,4,2017-2018,6,Lazio,44,26.5,51.1,38,21,9,8,89,49,40,72,1.89,63.7,43.9,19.9,0.52,30990,59492678,Serie A,7921,2401,10322,114,0.767390041,87.48246464,-15.48246464
392,5,2017-2018,2,Milan,42,25,56,38,18,10,10,56,42,14,64,1.68,51.2,36.9,14.3,0.38,52690,107881122,Serie A,3136,1764,4900,114,0.64,72.96,-8.96
393,6,2017-2018,14,Atalanta,37,25.7,55.4,38,16,12,10,57,39,18,60,1.58,64.1,36.6,27.5,0.72,17921,23197016,Serie A,3249,1521,4770,114,0.681132075,77.6490566,-17.6490566
394,7,2017-2018,8,Fiorentina,41,25,52.6,38,16,9,13,54,46,8,57,1.5,54.5,40.8,13.7,0.36,26092,32216154,Serie A,2916,2116,5032,114,0.579491256,66.06200318,-9.06200318
395,8,2017-2018,11,Torino,51,28.1,51.1,38,13,15,10,54,46,8,54,1.42,46,47,-1,-0.03,18596,28200854,Serie A,2916,2116,5032,114,0.579491256,66.06200318,-12.06200318
396,9,2017-2018,7,Sampdoria,39,27,53.6,38,16,6,16,56,60,-4,54,1.42,53.5,60.3,-6.8,-0.18,20156,35713748,Serie A,3136,3600,6736,114,0.465558195,53.0736342,0.926365796
397,10,2017-2018,10,Sassuolo,39,27.2,42.9,38,11,10,17,29,59,-30,43,1.13,46.3,48.9,-2.6,-0.07,11237,31343797,Serie A,841,3481,4322,114,0.19458584,22.18278575,20.81721425
398,11,2017-2018,9,Genoa,44,27.9,46.3,38,11,8,19,33,43,-10,41,1.08,43.5,42.6,0.9,0.02,20941,31751443,Serie A,1089,1849,2938,114,0.370660313,42.2552757,-1.255275698
399,12,2017-2018,19,Chievo,36,30.3,44.4,38,10,10,18,36,59,-23,40,1.05,34.1,55.2,-21.2,-0.56,12540,13555204,Serie A,1296,3481,4777,114,0.271299979,30.92819761,9.071802386
400,13,2017-2018,18,Udinese,46,26.5,44.7,38,12,4,22,48,63,-15,40,1.05,43.2,49.3,-6.1,-0.16,17906,17626553,Serie A,2304,3969,6273,114,0.367288379,41.87087518,-1.870875179
401,14,2017-2018,12,Bologna,41,26.8,46.8,38,11,6,21,40,52,-12,39,1.03,36.6,51.4,-14.8,-0.39,20903,24054088,Serie A,1600,2704,4304,114,0.371747212,42.37918216,-3.379182156
402,15,2017-2018,13,Cagliari,41,27.1,45.3,38,11,6,21,33,61,-28,39,1.03,39.7,59.2,-19.5,-0.51,14685,23754471,Serie A,1089,3721,4810,114,0.226403326,25.80997921,13.19002079
403,16,2017-2018,15,SPAL,42,26.7,44.7,38,8,14,16,39,59,-20,38,1,35.8,57.7,-21.9,-0.58,12067,20110131,Serie A,1521,3481,5002,114,0.304078369,34.66493403,3.335065974
404,17,2017-2018,20,Crotone,40,25.6,39.9,38,9,8,21,40,66,-26,35,0.92,34.6,58.6,-24,-0.63,10581,10502963,Serie A,1600,4356,5956,114,0.268636669,30.62458026,4.375419745
405,18,2017-2018,16,Hellas Verona,41,25.9,41.9,38,7,4,27,30,78,-48,25,0.66,33,70.2,-37.1,-0.98,17333,18186047,Serie A,900,6084,6984,114,0.128865979,14.69072165,10.30927835
406,19,2017-2018,17,Benevento,48,26,47.5,38,6,3,29,33,84,-51,21,0.55,38.3,73.2,-34.9,-0.92,12132,18062733,Serie A,1089,7056,8145,114,0.133701657,15.24198895,5.75801105
407,20,2018-2019,1,Juventus,109,28,55.9,38,28,6,4,70,30,40,90,2.37,60.7,35.8,25,0.66,37799,241842338,Serie A,4900,900,5800,114,0.844827586,96.31034483,-6.310344828
408,21,2018-2019,5,Napoli,99,27,59.1,38,24,7,7,74,36,38,79,2.08,61.8,38.2,23.5,0.62,29003,96761594,Serie A,5476,1296,6772,114,0.808623745,92.18310691,-13.18310691
409,22,2018-2019,11,Atalanta,131,26.5,57.3,38,20,9,9,77,46,31,69,1.82,72.2,41.1,31.1,0.82,18301,39629172,Serie A,5929,2116,8045,114,0.73697949,84.0156619,-15.0156619
410,23,2018-2019,3,Inter,110,27.7,59.4,38,20,9,9,57,33,24,69,1.82,63.8,38.3,25.6,0.67,57405,120793266,Serie A,3249,1089,4338,114,0.748962656,85.38174274,-16.38174274
411,24,2018-2019,2,Milan,98,24.8,54.1,38,19,11,8,55,36,19,68,1.79,48.8,41.2,7.6,0.2,54651,145420105,Serie A,3025,1296,4321,114,0.700069428,79.80791483,-11.80791483
412,25,2018-2019,4,Roma,105,27.5,51.4,38,18,12,8,66,48,18,66,1.74,64.4,52.1,12.2,0.32,38622,107072966,Serie A,4356,2304,6660,114,0.654054054,74.56216216,-8.562162162
413,26,2018-2019,7,Torino,102,27.6,51.1,38,16,15,7,52,37,15,63,1.66,46.6,47.7,-1.1,-0.03,21323,45529833,Serie A,2704,1369,4073,114,0.663884115,75.6827891,-12.6827891
414,27,2018-2019,6,Lazio,121,27.9,50.8,38,17,8,13,56,46,10,59,1.55,60.4,47,13.4,0.35,33997,66339071,Serie A,3136,2116,5252,114,0.597105864,68.07006855,-9.070068545
415,28,2018-2019,10,Sampdoria,112,26.1,54.9,38,15,8,15,60,51,9,53,1.39,50.5,55,-4.5,-0.12,20263,39825859,Serie A,3600,2601,6201,114,0.580551524,66.18287373,-13.18287373
416,29,2018-2019,9,Bologna,98,27,44.9,38,11,11,16,48,56,-8,44,1.16,46.8,49,-2.2,-0.06,21237,41332111,Serie A,2304,3136,5440,114,0.423529412,48.28235294,-4.282352941
417,30,2018-2019,14,Udinese,110,25.3,42.6,38,11,10,17,39,53,-14,43,1.13,42.5,59.7,-17.2,-0.45,20414,35928779,Serie A,1521,2809,4330,114,0.351270208,40.0448037,2.955196305
418,31,2018-2019,13,Sassuolo,115,25.4,53.8,38,9,16,13,53,60,-7,43,1.13,48.5,57.4,-8.9,-0.23,12369,37041649,Serie A,2809,3600,6409,114,0.438289905,49.96504915,-6.96504915
419,32,2018-2019,17,SPAL,102,27.8,50.4,38,11,9,18,44,56,-12,42,1.11,43.9,51.3,-7.3,-0.19,14745,24938687,Serie A,1936,3136,5072,114,0.38170347,43.51419558,-1.514195584
420,33,2018-2019,16,Parma,126,29.4,37.7,38,10,11,17,41,61,-20,41,1.08,40.2,65.3,-25.1,-0.66,16522,25379957,Serie A,1681,3721,5402,114,0.311181044,35.47463902,5.525360977
421,34,2018-2019,15,Cagliari,92,27.9,49.8,38,10,11,17,36,54,-18,41,1.08,42.1,62.1,-20,-0.53,15396,32685967,Serie A,1296,2916,4212,114,0.307692308,35.07692308,5.923076923
422,35,2018-2019,8,Fiorentina,102,24.1,50.4,38,8,17,13,47,45,2,41,1.08,54,41,13,0.34,31178,43731097,Serie A,2209,2025,4234,114,0.521728862,59.47709022,-18.47709022
423,36,2018-2019,12,Genoa,117,26,43.4,38,8,14,16,39,57,-18,38,1,46.9,53.3,-6.4,-0.17,20950,38899485,Serie A,1521,3249,4770,114,0.318867925,36.3509434,1.649056604
424,37,2018-2019,20,Empoli,109,26.4,47.9,38,10,8,20,51,70,-19,38,1,52.4,63.6,-11.3,-0.3,9620,20031658,Serie A,2601,4900,7501,114,0.346753766,39.52992934,-1.529929343
425,38,2018-2019,19,Frosinone,94,26.4,41.5,38,5,10,23,29,69,-40,25,0.66,38.9,62,-23.1,-0.61,12656,22931028,Serie A,841,4761,5602,114,0.150124955,17.11424491,7.885755087
426,39,2018-2019,18,Chievo,126,28.3,43.3,38,2,14,22,25,75,-50,17,0.45,36,60.3,-24.3,-0.64,12142,24632944,Serie A,625,5625,6250,114,0.1,11.4,5.6
427,40,2019-2020,1,Juventus,77,28.6,58.1,38,26,5,7,76,43,33,83,2.18,71.1,44.9,26.1,0.69,25102,260423805,Serie A,5776,1849,7625,114,0.757508197,86.35593443,-3.355934426
428,41,2019-2020,2,Inter,83,27.7,54.2,38,24,10,4,81,36,45,82,2.16,69.4,40.7,28.7,0.76,41558,118848807,Serie A,6561,1296,7857,114,0.835051546,95.19587629,-13.19587629
429,42,2019-2020,13,Atalanta,70,27.2,57.2,38,23,9,6,98,48,50,78,2.05,83.5,41.3,42.2,1.11,11167,37523695,Serie A,9604,2304,11908,114,0.806516627,91.94289553,-13.94289553
430,43,2019-2020,6,Lazio,95,27.9,50.4,38,24,6,8,79,42,37,78,2.05,68,51.1,16.9,0.44,26363,65335254,Serie A,6241,1764,8005,114,0.779637726,88.87870081,-10.87870081
431,44,2019-2020,3,Roma,83,26.9,52.7,38,21,7,10,77,51,26,70,1.84,73.2,49.4,23.9,0.63,26956,118094664,Serie A,5929,2601,8530,114,0.695076202,79.23868699,-9.238686987
432,45,2019-2020,4,Milan,86,24.6,54.9,38,19,9,10,63,46,17,66,1.74,62.8,45.1,17.6,0.46,34078,107200360,Serie A,3969,2116,6085,114,0.652259655,74.35760066,-8.357600657
433,46,2019-2020,5,Napoli,82,26.9,59.2,38,18,8,12,61,50,11,62,1.63,61.7,44.7,16.9,0.45,21622,102909901,Serie A,3721,2500,6221,114,0.598135348,68.18742967,-6.187429674
434,47,2019-2020,16,Sassuolo,84,26.4,57.5,38,14,9,15,69,63,6,51,1.34,52.9,62,-9.2,-0.24,7704,31429407,Serie A,4761,3969,8730,114,0.545360825,62.17113402,-11.17113402
435,48,2019-2020,8,Fiorentina,87,25.1,47.4,38,12,13,13,51,48,3,49,1.29,53.6,48.9,4.7,0.12,22486,48682965,Serie A,2601,2304,4905,114,0.530275229,60.45137615,-11.45137615
436,49,2019-2020,17,Parma,80,28.8,43.8,38,14,7,17,56,57,-1,49,1.29,48.4,64.3,-15.9,-0.42,10245,29289270,Serie A,3136,3249,6385,114,0.491151135,55.99122944,-6.991229444
437,50,2019-2020,18,Hellas Verona,100,26.1,49.8,38,12,13,13,47,51,-4,49,1.29,50.5,53.7,-3.2,-0.08,11248,27872708,Serie A,2209,2601,4810,114,0.459251559,52.35467775,-3.354677755
438,51,2019-2020,12,Bologna,73,27.2,52.6,38,12,11,15,52,65,-13,47,1.24,56.9,54.8,2,0.05,15774,37584840,Serie A,2704,4225,6929,114,0.390243902,44.48780488,2.512195122
439,52,2019-2020,19,Udinese,73,26.5,44.7,38,12,9,17,37,51,-14,45,1.18,41.6,53.4,-11.8,-0.31,13841,20983512,Serie A,1369,2601,3970,114,0.344836272,39.31133501,5.688664987
440,53,2019-2020,10,Cagliari,81,27.4,45.7,38,11,12,15,52,56,-4,45,1.18,41.8,59,-17.2,-0.45,10728,43668940,Serie A,2704,3136,5840,114,0.463013699,52.78356164,-7.783561644
441,54,2019-2020,11,Sampdoria,85,26,42.7,38,12,6,20,48,65,-17,42,1.11,50.2,54.9,-4.7,-0.12,13700,37880380,Serie A,2304,4225,6529,114,0.352887119,40.22913157,1.770868433
442,55,2019-2020,9,Torino,78,27.3,47.4,38,11,7,20,46,68,-22,40,1.05,44.8,60.8,-16,-0.42,13338,47164491,Serie A,2116,4624,6740,114,0.313946588,35.78991098,4.210089021
443,56,2019-2020,7,Genoa,89,26.8,49.5,38,10,9,19,47,73,-26,39,1.03,48.7,60,-11.3,-0.3,14016,48723731,Serie A,2209,5329,7538,114,0.293048554,33.40753516,5.592464845
444,57,2019-2020,14,Lecce,93,28.7,44.8,38,9,8,21,52,85,-33,35,0.92,54.7,85.6,-30.8,-0.81,15939,32937690,Serie A,2704,7225,9929,114,0.272333568,31.04602679,3.95397321
445,58,2019-2020,20,Brescia,81,25.6,40.6,38,6,7,25,35,79,-44,25,0.66,43.4,74.5,-31.2,-0.82,10050,16499416,Serie A,1225,6241,7466,114,0.16407715,18.70479507,6.295204929
446,59,2019-2020,15,SPAL,89,27.5,46.9,38,5,5,28,27,77,-50,20,0.53,40.7,68.6,-27.9,-0.73,8241,31531319,Serie A,729,5929,6658,114,0.10949234,12.48212676,7.517873235
447,60,2020-2021,2,Inter,79,27.7,52.5,38,28,7,3,89,35,54,91,2.39,74.2,39.8,34.3,0.9,158,141534233,Serie A,7921,1225,9146,114,0.866061666,98.73102996,-7.731029958
448,61,2020-2021,6,Milan,82,24.4,51.7,38,24,7,7,74,41,33,79,2.08,70.7,47,23.7,0.62,105,85951884,Serie A,5476,1681,7157,114,0.765125052,87.22425597,-8.224255973
449,62,2020-2021,10,Atalanta,81,27.3,54.6,38,23,9,6,90,47,43,78,2.05,74.7,41,33.7,0.89,105,45014164,Serie A,8100,2209,10309,114,0.785721214,89.57221845,-11.57221845
450,63,2020-2021,1,Juventus,72,27.7,56.9,38,23,9,6,77,38,39,78,2.05,74.4,39.4,35,0.92,105,220260613,Serie A,5929,1444,7373,114,0.804150278,91.6731317,-13.6731317
451,64,2020-2021,4,Napoli,74,27.1,55.1,38,24,5,9,86,41,45,77,2.03,67.7,42.6,25.2,0.66,105,109472983,Serie A,7396,1681,9077,114,0.814806654,92.88795858,-15.88795858
452,65,2020-2021,5,Lazio,95,29.4,53,38,21,5,12,61,55,6,68,1.79,58.2,47.3,10.9,0.29,158,88835968,Serie A,3721,3025,6746,114,0.551586125,62.88081826,5.119181737
453,66,2020-2021,3,Roma,85,26.7,52.2,38,18,8,12,68,58,10,62,1.63,65.3,45.6,19.7,0.53,105,115332872,Serie A,4624,3364,7988,114,0.578868302,65.99098648,-3.99098648
454,67,2020-2021,15,Sassuolo,85,26.5,60.3,38,17,11,10,64,56,8,62,1.63,58.4,55.4,3,0.08,134,32234502,Serie A,4096,3136,7232,114,0.566371681,64.56637168,-2.566371681
455,68,2020-2021,16,Sampdoria,79,27.9,45.2,38,15,7,16,52,54,-2,52,1.37,45.4,56.1,-10.7,-0.28,105,31154244,Serie A,2704,2916,5620,114,0.48113879,54.84982206,-2.849822064
456,69,2020-2021,18,Hellas Verona,100,26.2,49.8,38,11,12,15,46,48,-2,45,1.18,45.3,49.5,-4.1,-0.11,579,29656151,Serie A,2116,2304,4420,114,0.478733032,54.57556561,-9.575565611
457,70,2020-2021,12,Genoa,102,28.3,44.8,38,10,12,16,47,58,-11,42,1.11,38.8,60.5,-21.7,-0.57,53,41763197,Serie A,2209,3364,5573,114,0.396375381,45.18679347,-3.186793469
458,71,2020-2021,13,Bologna,90,27.2,50.8,38,10,11,17,51,65,-14,41,1.08,54.6,62.6,-7.9,-0.21,105,36494391,Serie A,2601,4225,6826,114,0.381043071,43.43891005,-2.43891005
459,72,2020-2021,8,Fiorentina,81,26.6,46.3,38,9,13,16,47,59,-12,40,1.05,44.9,61.5,-16.6,-0.44,105,52881707,Serie A,2209,3481,5690,114,0.388224956,44.25764499,-4.257644991
460,73,2020-2021,17,Udinese,96,27.2,46.3,38,10,10,18,42,58,-16,40,1.05,45.7,52.6,-6.9,-0.18,158,30328763,Serie A,1764,3364,5128,114,0.34399376,39.21528861,0.784711388
461,74,2020-2021,19,Spezia,103,25.2,51.9,38,9,12,17,52,72,-20,39,1.03,46.6,65.1,-18.5,-0.49,105,20504529,Serie A,2704,5184,7888,114,0.342799189,39.07910751,-0.079107505
462,75,2020-2021,7,Cagliari,88,26.5,44.8,38,9,10,19,43,59,-16,37,0.97,47.1,61.7,-14.6,-0.38,105,60891926,Serie A,1849,3481,5330,114,0.346904315,39.54709193,-2.547091932
463,76,2020-2021,9,Torino,84,26.9,47.3,38,7,16,15,50,69,-19,37,0.97,50,62,-11.9,-0.31,105,50925013,Serie A,2500,4761,7261,114,0.344305192,39.2507919,-2.250791902
464,77,2020-2021,14,Benevento,94,28.7,42.6,38,7,12,19,40,75,-35,33,0.87,40.6,64.3,-23.6,-0.62,158,33029412,Serie A,1600,5625,7225,114,0.221453287,25.24567474,7.75432526
465,78,2020-2021,20,Crotone,93,27.8,46.3,38,6,5,27,45,92,-47,23,0.61,40.4,70.8,-30.5,-0.8,53,19352928,Serie A,2025,8464,10489,114,0.193059396,22.00877109,0.991228906
466,79,2020-2021,11,Parma,109,28,47.8,38,3,11,24,39,83,-44,20,0.53,42.5,61,-18.5,-0.49,158,42079122,Serie A,1521,6889,8410,114,0.180856124,20.6175981,-0.617598098
467,80,2021-2022,5,Milan,86,25.6,54,38,26,8,4,69,31,38,86,2.26,59.7,35.9,23.8,0.63,44015,89263995,Serie A,4761,961,5722,114,0.83205173,94.85389724,-8.853897239
468,81,2021-2022,2,Inter,81,28.9,56.5,38,25,9,4,84,32,52,84,2.21,81.6,39.1,42.5,1.12,44473,156372498,Serie A,7056,1024,8080,114,0.873267327,99.55247525,-15.55247525
469,82,2021-2022,3,Napoli,78,27.9,58.3,38,24,7,7,74,31,43,79,2.08,57.8,32.5,25.3,0.67,28119,105416919,Serie A,5476,961,6437,114,0.850706851,96.98058102,-17.98058102
470,83,2021-2022,1,Juventus,76,27.4,51.5,38,20,10,8,57,37,20,70,1.84,51.4,38.1,13.4,0.35,22621,184408264,Serie A,3249,1369,4618,114,0.703551321,80.20485058,-10.20485058
471,84,2021-2022,6,Lazio,90,29,55.4,38,18,10,10,77,58,19,64,1.68,55.3,47.7,7.6,0.2,23263,79939123,Serie A,5929,3364,9293,114,0.638007102,72.73280964,-8.732809642
472,85,2021-2022,4,Roma,93,26.4,51.4,38,18,9,11,59,43,16,63,1.66,65.1,38.4,26.8,0.7,41929,101452572,Serie A,3481,1849,5330,114,0.653095685,74.45290807,-11.45290807
473,86,2021-2022,7,Fiorentina,85,26.4,57.7,38,19,5,14,59,51,8,62,1.63,60,40.6,19.4,0.51,21107,59821859,Serie A,3481,2601,6082,114,0.572344623,65.24728708,-3.247287077
474,87,2021-2022,9,Atalanta,76,27.5,55,38,16,11,11,65,48,17,59,1.55,62.5,45.3,17.2,0.45,10447,47235829,Serie A,4225,2304,6529,114,0.647112881,73.77086843,-14.77086843
475,88,2021-2022,19,Hellas Verona,85,26.8,50.6,38,14,11,13,65,59,6,53,1.39,50.4,49,1.4,0.04,13894,21900711,Serie A,4225,3481,7706,114,0.548274072,62.50324423,-9.503244225
476,89,2021-2022,15,Sassuolo,86,26.1,54.9,38,13,11,14,64,66,-2,50,1.32,55.7,66.4,-10.7,-0.28,8362,28290540,Serie A,4096,4356,8452,114,0.484619025,55.24656886,-5.246568859
477,90,2021-2022,8,Torino,88,25.2,53.3,38,13,11,14,46,41,5,50,1.32,48.7,38.9,9.8,0.26,9846,54573434,Serie A,2116,1681,3797,114,0.557282065,63.53015539,-13.53015539
478,91,2021-2022,18,Udinese,86,26.2,42.7,38,11,14,13,61,58,3,47,1.24,51.3,52.4,-1,-0.03,12144,22838290,Serie A,3721,3364,7085,114,0.525194072,59.87212421,-12.87212421
479,92,2021-2022,14,Bologna,90,26.6,50.6,38,12,10,16,44,55,-11,46,1.21,44.9,52.6,-7.7,-0.2,14158,30705835,Serie A,1936,3025,4961,114,0.390243902,44.48780488,1.512195122
480,93,2021-2022,12,Empoli,87,24.5,47.4,38,10,11,17,50,70,-20,41,1.08,44.9,66,-21.2,-0.56,6356,37635795,Serie A,2500,4900,7400,114,0.337837838,38.51351351,2.486486486
481,94,2021-2022,11,Sampdoria,86,29,46.1,38,10,6,22,46,63,-17,36,0.95,36.7,56.1,-19.3,-0.51,9417,38216686,Serie A,2116,3969,6085,114,0.347740345,39.64239934,-3.642399343
482,95,2021-2022,20,Spezia,89,24.4,42.7,38,10,6,22,41,71,-30,36,0.95,40.1,64.4,-24.3,-0.64,6709,16876489,Serie A,1681,5041,6722,114,0.250074383,28.50847962,7.491520381
483,96,2021-2022,16,Salernitana,102,27.7,41.2,38,7,10,21,33,78,-45,31,0.82,36.5,65.2,-28.7,-0.76,15073,23490524,Serie A,1089,6084,7173,114,0.151819322,17.30740276,13.69259724
484,97,2021-2022,13,Cagliari,86,26.5,44.5,38,6,12,20,34,68,-34,30,0.79,39,61,-21.9,-0.58,9718,34405212,Serie A,1156,4624,5780,114,0.2,22.8,7.2
485,98,2021-2022,10,Genoa,106,27,43.9,38,4,16,18,27,60,-33,28,0.74,37.2,54.1,-16.9,-0.44,12326,43108428,Serie A,729,3600,4329,114,0.168399168,19.1975052,8.802494802
486,99,2021-2022,17,Venezia,105,26.1,42.3,38,6,9,23,34,69,-35,27,0.71,36.5,71.8,-35.3,-0.93,6648,23368232,Serie A,1156,4761,5917,114,0.195369275,22.27209735,4.727902653
647,16,2017-2018,,CSKA Moscow,,,,6,3,0,3,8,10,-2,9,,5.7,12.9,-7.2,-1.2,28259,,UEFA,64,100,164,18,0.390243902,7.024390244,1.975609756
648,17,2017-2018,,Atlético Madrid,,,,6,1,4,1,5,4,1,7,,11.3,6.9,4.4,0.74,57596,,UEFA,25,16,41,18,0.609756098,10.97560976,-3.975609756
649,18,2017-2018,,RB Leipzig,,,,6,2,1,3,10,11,-1,7,,9.6,7.7,2,0.33,41374,,UEFA,100,121,221,18,0.452488688,8.14479638,-1.14479638
650,19,2017-2018,,Sporting CP,,,,6,2,1,3,8,9,-1,7,,7.3,7.1,0.2,0.04,46515,,UEFA,64,81,145,18,0.44137931,7.944827586,-0.944827586
651,20,2017-2018,,Napoli,,,,6,2,0,4,11,11,0,6,,10.1,8.2,1.8,0.31,25878,,UEFA,121,121,242,18,0.5,9,-3
652,21,2017-2018,,Spartak Moscow,,,,6,1,3,2,9,13,-4,6,,6.8,11.4,-4.6,-0.77,43534,,UEFA,81,169,250,18,0.324,5.832,0.168
653,22,2017-2018,,Feyenoord,,,,6,1,0,5,5,14,-9,3,,5.4,8.6,-3.3,-0.54,41167,,UEFA,25,196,221,18,0.113122172,2.036199095,0.963800905
654,23,2017-2018,,Celtic,,,,6,1,0,5,5,18,-13,3,,4.7,10.5,-5.7,-0.96,57921,,UEFA,25,324,349,18,0.071633238,1.289398281,1.710601719
655,24,2017-2018,,NK Maribor,,,,6,0,3,3,3,16,-13,3,,4.1,16.1,-12,-1.99,12349,,UEFA,9,256,265,18,0.033962264,0.611320755,2.388679245
656,25,2017-2018,,Anderlecht,,,,6,1,0,5,2,17,-15,3,,5.4,14.2,-8.8,-1.47,19586,,UEFA,4,289,293,18,0.013651877,0.245733788,2.754266212
657,26,2017-2018,,Dortmund,,,,6,0,2,4,7,13,-6,2,,9.6,9.8,-0.2,-0.04,65402,,UEFA,49,169,218,18,0.224770642,4.04587156,-2.04587156
658,27,2017-2018,,Monaco,,,,6,0,2,4,6,16,-10,2,,5.9,9.7,-3.8,-0.63,9378,,UEFA,36,256,292,18,0.123287671,2.219178082,-0.219178082
659,28,2017-2018,,Qarabağ FK,,,,6,0,2,4,2,14,-12,2,,2.4,14.8,-12.4,-2.06,60741,,UEFA,4,196,200,18,0.02,0.36,1.64
660,29,2017-2018,,APOEL FC,,,,6,0,2,4,2,17,-15,2,,3.9,16.5,-12.7,-2.11,17211,,UEFA,4,289,293,18,0.013651877,0.245733788,1.754266212
661,30,2017-2018,,Olympiacos,,,,6,0,1,5,4,13,-9,1,,3.4,13.8,-10.3,-1.72,30445,,UEFA,16,169,185,18,0.086486486,1.556756757,-0.556756757
662,0,2017-2018,,Real Madrid,,,,13,9,2,2,33,16,17,29,,33,20,13.1,1.01,75398,,UEFA,1089,256,1345,39,0.809665428,31.57695167,-2.576951673
