ID,TableIndex,Season,League Rank,Squad,NumPlayers,Avg_Age,Avg_Poss,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Attendance,Annual Wages,League,gf2,ga2,gfga,Available_Points,Pythagorean_%,Predicted_Points,Difference
1,0,2017-2018,1,Bayern Munich,38,27.4,66.1,34,27,3,4,92,28,64,84,2.47,75.8,31.7,44.1,1.3,75000,185051324,Bundesliga,8464,784,9248,102,0.915224913,93.35294118,-9.352941176
2,6,2017-2018,2,Schalke 04,29,26.1,46.6,34,18,9,7,53,37,16,63,1.85,46.7,40.2,6.6,0.19,61197,42474540,Bundesliga,2809,1369,4178,102,0.672331259,68.57778842,-5.577788416
3,3,2017-2018,5,Leverkusen,27,24,54.6,34,15,10,9,58,44,14,55,1.62,57.5,38.9,18.6,0.55,28415,57923248,Bundesliga,3364,1936,5300,102,0.634716981,64.74113208,-9.741132075
4,7,2017-2018,3,Hoffenheim,36,25,51.2,34,15,10,9,66,48,18,55,1.62,50.5,47.2,3.3,0.1,28716,39546630,Bundesliga,4356,2304,6660,102,0.654054054,66.71351351,-11.71351351
5,1,2017-2018,4,Dortmund,33,25.9,59.1,34,15,10,9,64,47,17,55,1.62,66,42.2,23.8,0.7,79496,84471113,Bundesliga,4096,2209,6305,102,0.64964314,66.26360032,-11.26360032
6,5,2017-2018,6,RB Leipzig,28,23.4,55,34,15,8,11,57,53,4,53,1.56,51.9,46.7,5.2,0.15,39397,43215431,Bundesliga,3249,2809,6058,102,0.536315616,54.7041928,-1.704192803
7,9,2017-2018,7,Stuttgart,34,25.6,46.6,34,15,6,13,36,36,0,51,1.5,40.3,43.5,-3.1,-0.09,56045,29831438,Bundesliga,1296,1296,2592,102,0.5,51,0
8,12,2017-2018,8,Eint Frankfurt,36,26.4,47.9,34,14,7,13,45,45,0,49,1.44,42.2,41.7,0.5,0.01,49159,26256394,Bundesliga,2025,2025,4050,102,0.5,51,-2
9,4,2017-2018,9,M'Gladbach,35,25.7,52,34,13,8,13,47,52,-5,47,1.38,51.1,52,-0.8,-0.02,50986,45530856,Bundesliga,2209,2704,4913,102,0.449623448,45.8615917,1.138408304
10,13,2017-2018,10,Hertha BSC,32,26.4,46.1,34,10,13,11,43,46,-3,43,1.26,39.2,44.3,-5.1,-0.15,45319,25994483,Bundesliga,1849,2116,3965,102,0.466330391,47.56569987,-4.565699874
11,11,2017-2018,11,Werder Bremen,33,26.3,47.4,34,10,12,12,37,40,-3,42,1.24,38.9,45.1,-6.2,-0.18,38726,27785063,Bundesliga,1369,1600,2969,102,0.461098013,47.03199731,-5.031997305
12,16,2017-2018,12,Augsburg,33,26.6,45.7,34,10,11,13,43,46,-3,41,1.21,44.7,41.4,3.3,0.1,28238,16879548,Bundesliga,1849,2116,3965,102,0.466330391,47.56569987,-6.565699874
13,14,2017-2018,15,Freiburg,36,24.8,44.8,34,8,12,14,32,56,-24,36,1.06,39.6,46.1,-6.6,-0.19,23894,18401082,Bundesliga,1024,3136,4160,102,0.246153846,25.10769231,10.89230769
14,15,2017-2018,14,Mainz 05,33,25.3,44.4,34,9,9,16,38,52,-14,36,1.06,35.4,47.9,-12.5,-0.37,28766,18159552,Bundesliga,1444,2704,4148,102,0.348119576,35.50819672,0.491803279
15,2,2017-2018,16,Wolfsburg,33,25.1,49.3,34,6,15,13,36,48,-12,33,0.97,34.2,52,-17.8,-0.52,25712,59318416,Bundesliga,1296,2304,3600,102,0.36,36.72,-3.72
16,8,2017-2018,17,Hamburger SV,34,25,49,34,8,7,19,29,53,-24,31,0.91,37.7,55.9,-18.2,-0.54,50656,34882158,Bundesliga,841,2809,3650,102,0.230410959,23.50191781,7.498082192
17,10,2017-2018,18,Köln,38,25.3,47.4,34,5,7,22,35,70,-35,22,0.65,43.2,67.4,-24.1,-0.71,48776,29816147,Bundesliga,1225,4900,6125,102,0.2,20.4,1.6
18,0,2018-2019,1,Bayern Munich,78,27.4,65.7,34,24,6,4,88,32,56,78,2.29,85.6,27.2,58.4,1.72,75000,197705635,Bundesliga,7744,1024,8768,102,0.883211679,90.08759124,-12.08759124
19,1,2018-2019,2,Dortmund,86,24.8,58.1,34,23,7,4,81,44,37,76,2.24,61.5,39.9,21.5,0.63,80841,98399310,Bundesliga,6561,1936,8497,102,0.772154878,78.75979758,-2.759797576
20,5,2018-2019,3,RB Leipzig,84,24,49.6,34,19,9,6,63,29,34,66,1.94,65.7,40.5,25.2,0.74,38380,55774453,Bundesliga,3969,841,4810,102,0.825155925,84.16590437,-18.16590437
21,4,2018-2019,4,Leverkusen,82,25.3,59.8,34,18,4,12,69,52,17,58,1.71,58.3,44,14.3,0.42,27990,63293461,Bundesliga,4761,2704,7465,102,0.637776289,65.05318151,-7.053181514
22,3,2018-2019,6,Wolfsburg,98,25.4,53.3,34,16,7,11,62,50,12,55,1.62,47.6,48.3,-0.7,-0.02,24479,66851386,Bundesliga,3844,2500,6344,102,0.60592686,61.80453972,-6.804539723
23,6,2018-2019,5,M'Gladbach,92,26.5,53.1,34,16,7,11,55,42,13,55,1.62,52.2,52.3,0,0,49668,46224358,Bundesliga,3025,1764,4789,102,0.631655878,64.42889956,-9.428899561
24,7,2018-2019,7,Eint Frankfurt,116,26.4,47.2,34,15,9,10,60,48,12,54,1.59,57.2,50.7,6.6,0.19,49794,38810830,Bundesliga,3600,2304,5904,102,0.609756098,62.19512195,-8.195121951
25,10,2018-2019,8,Werder Bremen,94,27.1,52.1,34,14,11,9,58,49,9,53,1.56,49.8,56.1,-6.4,-0.19,41403,35825854,Bundesliga,3364,2401,5765,102,0.583521249,59.51916739,-6.519167389
26,8,2018-2019,9,Hoffenheim,92,25.5,53.8,34,13,12,9,70,52,18,51,1.5,75.9,52.5,23.4,0.69,28456,38618219,Bundesliga,4900,2704,7604,102,0.644397685,65.72856391,-14.72856391
27,15,2018-2019,10,Düsseldorf,92,26.9,43.2,34,13,5,16,49,65,-16,44,1.29,47.1,62.4,-15.3,-0.45,43869,15442091,Bundesliga,2401,4225,6626,102,0.362360398,36.96076064,7.03923936
28,11,2018-2019,11,Hertha BSC,101,25.9,47.9,34,11,10,13,49,57,-8,43,1.26,51,61.4,-10.5,-0.31,49258,31886479,Bundesliga,2401,3249,5650,102,0.424955752,43.34548673,-0.345486726
29,13,2018-2019,12,Mainz 05,96,24.2,46.1,34,12,7,15,46,57,-11,43,1.26,51.2,59.2,-8,-0.24,26246,21854342,Bundesliga,2116,3249,5365,102,0.394408201,40.22963653,2.770363467
30,14,2018-2019,13,Freiburg,89,25.8,44,34,8,12,14,46,61,-15,36,1.06,40.9,61.1,-20.2,-0.6,23894,17370250,Bundesliga,2116,3721,5837,102,0.362514991,36.97652904,-0.976529039
31,2,2018-2019,14,Schalke 04,93,25.8,45.4,34,8,9,17,37,55,-18,33,0.97,45.6,50.1,-4.5,-0.13,60941,71311324,Bundesliga,1369,3025,4394,102,0.31156122,31.77924442,1.220755576
32,12,2018-2019,15,Augsburg,101,26.5,46.4,34,8,8,18,51,71,-20,32,0.94,45.3,61.1,-15.8,-0.46,28623,24352183,Bundesliga,2601,5041,7642,102,0.340355928,34.71630463,-2.716304632
33,9,2018-2019,16,Stuttgart,86,26.3,45.9,34,7,7,20,32,70,-38,28,0.82,38,58.2,-20.1,-0.59,54577,37052763,Bundesliga,1024,4900,5924,102,0.172856178,17.63133018,10.36866982
34,16,2018-2019,18,Nürnberg,85,24.9,42.4,34,3,10,21,26,68,-42,19,0.56,35.7,52.9,-17.2,-0.51,40372,11176598,Bundesliga,676,4624,5300,102,0.12754717,13.00981132,5.990188679
35,0,2019-2020,1,Bayern Munich,76,26.7,65.1,34,26,4,4,100,32,68,82,2.41,89.5,37.9,51.6,1.52,57353,218212198,Bundesliga,10000,1024,11024,102,0.907111756,92.52539913,-10.52539913
36,1,2019-2020,2,Dortmund,80,25.8,60.4,34,21,6,7,84,41,43,69,2.03,61,40.9,20.1,0.59,57297,108861513,Bundesliga,7056,1681,8737,102,0.807599863,82.37518599,-13.37518599
37,2,2019-2020,3,RB Leipzig,102,24.2,55.3,34,18,12,4,81,37,44,66,1.94,71.3,38.8,32.6,0.96,28819,72091964,Bundesliga,6561,1369,7930,102,0.827364439,84.39117276,-18.39117276
38,4,2019-2020,4,M'Gladbach,84,26.3,52.4,34,20,5,9,66,40,26,65,1.91,72,45.9,26.1,0.77,36078,55082988,Bundesliga,4356,1600,5956,102,0.731363331,74.59905977,-9.599059772
39,7,2019-2020,5,Leverkusen,74,26.1,63.2,34,19,6,9,61,44,17,63,1.85,59.1,51.2,7.8,0.23,21236,48733923,Bundesliga,3721,1936,5657,102,0.657769136,67.09245183,-4.09245183
40,8,2019-2020,6,Hoffenheim,86,26,51.6,34,15,7,12,53,53,0,52,1.53,56.1,59.6,-3.4,-0.1,20449,48560670,Bundesliga,2809,2809,5618,102,0.5,51,1
41,3,2019-2020,7,Wolfsburg,82,26,48.4,34,13,10,11,48,46,2,49,1.44,52.8,42.9,9.9,0.29,18621,68147999,Bundesliga,2304,2116,4420,102,0.521266968,53.16923077,-4.169230769
42,16,2019-2020,8,Freiburg,83,26.4,48.1,34,13,9,12,48,47,1,48,1.41,46.7,64.6,-17.8,-0.52,16888,16917253,Bundesliga,2304,2209,4513,102,0.51052515,52.07356526,-4.073565256
43,9,2019-2020,9,Eint Frankfurt,94,27,50.9,34,13,6,15,59,60,-1,45,1.32,59.5,49.9,9.6,0.28,35435,43893140,Bundesliga,3481,3600,7081,102,0.491597232,50.14291767,-5.142917667
44,15,2019-2020,11,Union Berlin,96,27.7,41.9,34,12,5,17,41,58,-17,41,1.21,41.4,54.3,-12.8,-0.38,15467,21808992,Bundesliga,1681,3364,5045,102,0.333201189,33.98652131,7.013478692
45,5,2019-2020,10,Hertha BSC,97,26.2,44.7,34,11,8,15,48,59,-11,41,1.21,43.1,54.5,-11.4,-0.34,37689,51434570,Bundesliga,2304,3481,5785,102,0.398271392,40.62368194,0.376318064
46,6,2019-2020,12,Schalke 04,80,24.6,49,34,9,12,13,38,58,-20,39,1.15,37.8,51.6,-13.8,-0.41,46681,49559403,Bundesliga,1444,3364,4808,102,0.300332779,30.63394343,8.366056572
47,13,2019-2020,13,Mainz 05,98,24.6,43.2,34,11,4,19,44,65,-21,37,1.09,48.2,59.6,-11.5,-0.34,20694,26751683,Bundesliga,1936,4225,6161,102,0.314234702,32.05193962,4.94806038
48,11,2019-2020,14,Köln,87,25.6,46.7,34,10,6,18,51,69,-18,36,1.06,48.9,53.3,-4.4,-0.13,35094,39674021,Bundesliga,2601,4761,7362,102,0.353300733,36.03667482,-0.036674817
49,12,2019-2020,15,Augsburg,100,26.2,38.6,34,9,9,16,45,63,-18,36,1.06,43.1,56.6,-13.5,-0.4,20265,28412836,Bundesliga,2025,3969,5994,102,0.337837838,34.45945946,1.540540541
50,10,2019-2020,16,Werder Bremen,88,26.7,48.8,34,8,7,19,42,69,-27,31,0.91,39.4,55.4,-16,-0.47,26413,43353010,Bundesliga,1764,4761,6525,102,0.270344828,27.57517241,3.424827586
51,14,2019-2020,17,Düsseldorf,102,27.1,45.6,34,6,12,16,36,67,-31,30,0.88,35.9,60.7,-24.8,-0.73,30581,22369505,Bundesliga,1296,4489,5785,102,0.224027658,22.85082109,7.149178911
52,17,2019-2020,18,Paderborn 07,90,25.7,45.9,34,4,8,22,37,74,-37,20,0.59,39.2,67.3,-28.1,-0.83,11038,7143974,Bundesliga,1369,5476,6845,102,0.2,20.4,-0.4
53,0,2020-2021,1,Bayern Munich,83,27.3,60.7,34,24,6,4,99,44,55,78,2.29,75.9,40.2,35.8,1.05,15,228861912,Bundesliga,9801,1936,11737,102,0.835051546,85.17525773,-7.175257732
54,5,2020-2021,2,RB Leipzig,81,25,59.7,34,19,8,7,60,32,28,65,1.91,64.4,29.4,35,1.03,1059,54899548,Bundesliga,3600,1024,4624,102,0.778546713,79.41176471,-14.41176471
55,1,2020-2021,3,Dortmund,85,25.6,59.6,34,20,4,10,75,46,29,64,1.88,66.2,41.6,24.6,0.72,1241,92056361,Bundesliga,5625,2116,7741,102,0.726650304,74.11833096,-10.11833096
56,3,2020-2021,4,Wolfsburg,82,25.6,51.1,34,17,10,7,61,37,24,61,1.79,49,42.1,6.9,0.2,538,58975995,Bundesliga,3721,1369,5090,102,0.731041257,74.56620825,-13.56620825
57,7,2020-2021,5,Eint Frankfurt,91,27.2,53.7,34,16,12,6,69,53,16,60,1.76,58.5,46.9,11.6,0.34,853,48591246,Bundesliga,4761,2809,7570,102,0.628929987,64.15085865,-4.150858653
58,4,2020-2021,6,Leverkusen,85,25.4,59.7,34,14,10,10,53,39,14,52,1.53,46.3,39.2,7.1,0.21,355,57274076,Bundesliga,2809,1521,4330,102,0.648729792,66.1704388,-14.1704388
59,15,2020-2021,7,Union Berlin,84,27.3,44.9,34,12,14,8,50,43,7,50,1.47,46.9,42.8,4.1,0.12,912,17630631,Bundesliga,2500,1849,4349,102,0.574844792,58.63416877,-8.634168774
60,6,2020-2021,8,M'Gladbach,95,26.9,51.7,34,13,10,11,64,56,8,49,1.44,54.9,45.7,9.2,0.27,628,50425646,Bundesliga,4096,3136,7232,102,0.566371681,57.7699115,-8.769911504
61,16,2020-2021,10,Freiburg,77,26.2,47.3,34,12,9,13,52,52,0,45,1.32,45.5,52.4,-6.9,-0.2,188,14746547,Bundesliga,2704,2704,5408,102,0.5,51,-6
62,14,2020-2021,9,Stuttgart,97,24.1,51.5,34,12,9,13,56,55,1,45,1.32,51.4,52.1,-0.8,-0.02,978,18873948,Bundesliga,3136,3025,6161,102,0.509008278,51.91884434,-6.918844343
63,8,2020-2021,11,Hoffenheim,94,25.7,51.2,34,11,10,13,52,54,-2,43,1.26,51.9,53.1,-1.2,-0.04,361,43689319,Bundesliga,2704,2916,5620,102,0.48113879,49.07615658,-6.076156584
64,12,2020-2021,12,Mainz 05,90,25.8,40.7,34,10,9,15,39,56,-17,39,1.15,49.9,52.1,-2.2,-0.06,221,23623009,Bundesliga,1521,3136,4657,102,0.326605111,33.31372128,5.68627872
65,13,2020-2021,13,Augsburg,79,27,41.4,34,10,6,18,36,54,-18,36,1.06,37.3,57.3,-20,-0.59,353,23358043,Bundesliga,1296,2916,4212,102,0.307692308,31.38461538,4.615384615
66,9,2020-2021,14,Hertha BSC,82,25.4,49.6,34,8,11,15,41,52,-11,35,1.03,41.9,47.4,-5.6,-0.16,471,42130079,Bundesliga,1681,2704,4385,102,0.383352338,39.10193843,-4.101938426
67,17,2020-2021,15,Arminia,87,26,42.3,34,9,8,17,26,52,-26,35,1.03,32.9,56.8,-23.9,-0.7,321,9773282,Bundesliga,676,2704,3380,102,0.2,20.4,14.6
68,10,2020-2021,16,Köln,94,24.9,46.3,34,8,9,17,34,60,-26,33,0.97,40.5,53.6,-13,-0.38,33,30542780,Bundesliga,1156,3600,4756,102,0.243061396,24.79226241,8.207737595
69,11,2020-2021,17,Werder Bremen,78,26.3,43.9,34,7,10,17,36,57,-21,31,0.91,32.9,53.2,-20.3,-0.6,518,30471438,Bundesliga,1296,3249,4545,102,0.285148515,29.08514851,1.914851485
70,2,2020-2021,18,Schalke 04,93,25.9,44.7,34,3,7,24,25,86,-61,16,0.47,28.7,69.2,-40.5,-1.19,18,63714862,Bundesliga,625,7396,8021,102,0.077920459,7.947886797,8.052113203
71,0,2021-2022,1,Bayern Munich,79,26.8,64.5,34,24,5,5,97,37,60,77,2.26,89,36.3,52.7,1.55,33176,243170244,Bundesliga,9409,1369,10778,102,0.872982,89.04416404,-12.04416404
72,1,2021-2022,2,Dortmund,95,25.9,59.2,34,22,3,9,85,52,33,69,2.03,64,46.3,17.7,0.52,41800,91995216,Bundesliga,7225,2704,9929,102,0.727666432,74.22197603,-5.22197603
73,4,2021-2022,3,Leverkusen,84,24.4,53.7,34,19,7,8,80,47,33,64,1.88,62.6,44,18.6,0.55,17356,52779797,Bundesliga,6400,2209,8609,102,0.743408061,75.82762226,-11.82762226
74,3,2021-2022,4,RB Leipzig,85,25.3,56.1,34,17,7,10,72,37,35,58,1.71,64.5,40.1,24.5,0.72,22124,55052414,Bundesliga,5184,1369,6553,102,0.791088051,80.69098123,-22.69098123
75,11,2021-2022,5,Union Berlin,90,28.3,43.7,34,16,9,9,50,44,6,57,1.68,47,38.5,8.5,0.25,14046,21859946,Bundesliga,2500,1936,4436,102,0.563570784,57.48422002,-0.484220018
76,16,2021-2022,6,Freiburg,78,26.5,49,34,15,10,9,58,46,12,55,1.62,50.4,44,6.4,0.19,18741,12249724,Bundesliga,3364,2116,5480,102,0.613868613,62.61459854,-7.61459854
77,9,2021-2022,7,Köln,90,27,54.8,34,14,10,10,52,49,3,52,1.53,50.1,50.6,-0.6,-0.02,31965,29493089,Bundesliga,2704,2401,5105,102,0.529676787,54.02703232,-2.027032321
78,6,2021-2022,9,Hoffenheim,96,26.1,53.2,34,13,7,14,58,60,-2,46,1.35,58.3,54.6,3.7,0.11,11227,41039628,Bundesliga,3364,3600,6964,102,0.483055715,49.27168294,-3.271682941
79,12,2021-2022,8,Mainz 05,81,26.2,46.5,34,13,7,14,50,45,5,46,1.35,50.4,43.9,6.5,0.19,17978,17508339,Bundesliga,2500,2025,4525,102,0.552486188,56.35359116,-10.35359116
80,5,2021-2022,10,M'Gladbach,80,26,54,34,12,9,13,54,61,-7,45,1.32,56.2,55,1.2,0.04,26539,48183602,Bundesliga,2916,3721,6637,102,0.43935513,44.81422329,0.185776706
81,8,2021-2022,11,Eint Frankfurt,97,26.2,49.6,34,10,12,12,45,49,-4,42,1.24,41.6,47,-5.4,-0.16,26162,36698211,Bundesliga,2025,2401,4426,102,0.457523723,46.66741979,-4.667419792
82,14,2021-2022,13,Bochum,91,28,44.7,34,12,6,16,38,52,-14,42,1.24,40.6,55.8,-15.1,-0.46,14236,13768197,Bundesliga,1444,2704,4148,102,0.348119576,35.50819672,6.491803279
83,2,2021-2022,12,Wolfsburg,93,26,50.5,34,12,6,16,43,54,-11,42,1.24,47.7,47.3,0.4,0.01,12018,62705941,Bundesliga,1849,2916,4765,102,0.388037775,39.5798531,2.420146905
84,10,2021-2022,14,Augsburg,86,26.6,41.5,34,10,8,16,39,56,-17,38,1.12,36.7,57.9,-21.2,-0.62,15197,24458682,Bundesliga,1521,3136,4657,102,0.326605111,33.31372128,4.68627872
85,7,2021-2022,16,Hertha BSC,91,26.7,43.7,34,9,6,19,37,71,-34,33,0.97,33.3,54.3,-21,-0.62,23500,38175924,Bundesliga,1369,5041,6410,102,0.213572543,21.78439938,11.21560062
86,13,2021-2022,15,Stuttgart,97,24,50.7,34,7,12,15,41,59,-18,33,0.97,43.7,54,-10.2,-0.3,27052,16040818,Bundesliga,1681,3481,5162,102,0.325648973,33.21619527,-0.216195273
87,17,2021-2022,17,Arminia,76,25.8,40.7,34,5,13,16,27,53,-26,28,0.82,26.3,62.8,-36.6,-1.08,16773,10833157,Bundesliga,729,2809,3538,102,0.206048615,21.01695873,6.983041266
88,15,2021-2022,18,Greuther Fürth,92,25.9,43.6,34,3,9,22,28,82,-54,18,0.53,30,60.2,-30.2,-0.89,7672,12942721,Bundesliga,784,6724,7508,102,0.10442195,10.65103889,7.348961108
89,0,2017-2018,1,Manchester City,32,26.4,71,38,32,4,2,106,27,79,100,2.63,78.6,23.8,54.8,1.44,54070,184103578,EPL,11236,729,11965,114,0.939072294,107.0542415,-7.054241538
90,1,2017-2018,2,Manchester Utd,35,26.7,54.7,38,25,6,7,68,28,40,81,2.13,55.7,40.7,15,0.4,74976,201934520,EPL,4624,784,5408,114,0.855029586,97.47337278,-16.47337278
91,2,2017-2018,3,Tottenham,34,25.8,61.8,38,23,8,7,74,36,38,77,2.03,64.7,33.9,30.8,0.81,67953,97579832,EPL,5476,1296,6772,114,0.808623745,92.18310691,-15.18310691
92,3,2017-2018,4,Liverpool,34,25.6,60.3,38,21,12,5,84,38,46,75,1.97,72.9,33.8,39.1,1.03,53049,116263857,EPL,7056,1444,8500,114,0.830117647,94.63341176,-19.63341176
93,4,2017-2018,5,Chelsea,45,26.7,55.6,38,21,7,10,62,38,24,70,1.84,54.4,33.8,20.6,0.54,41282,147846240,EPL,3844,1444,5288,114,0.726928896,82.8698941,-12.8698941
94,5,2017-2018,6,Arsenal,45,26.8,61.4,38,19,6,13,74,51,23,63,1.66,68.3,47.8,20.5,0.54,59323,192316043,EPL,5476,2601,8077,114,0.677974495,77.28909248,-14.28909248
95,6,2017-2018,7,Burnley,30,27.5,43.7,38,14,12,12,36,39,-3,54,1.42,32.3,51.2,-18.9,-0.5,20688,39563962,EPL,1296,1521,2817,114,0.460063898,52.44728435,1.552715655
96,7,2017-2018,8,Everton,48,26.7,45.5,38,13,10,15,44,58,-14,49,1.29,40.5,52.4,-11.9,-0.31,38797,103828499,EPL,1936,3364,5300,114,0.365283019,41.64226415,7.357735849
97,8,2017-2018,9,Leicester City,34,27.2,48,38,12,11,15,56,60,-4,47,1.24,50,48.1,1.9,0.05,31583,77904185,EPL,3136,3600,6736,114,0.465558195,53.0736342,-6.073634204
98,9,2017-2018,11,Crystal Palace,41,27.1,45.2,38,11,11,16,45,55,-10,44,1.16,53.5,48.2,5.2,0.14,25063,82684869,EPL,2025,3025,5050,114,0.400990099,45.71287129,-1.712871287
99,10,2017-2018,12,Bournemouth,35,26.9,48.1,38,11,11,16,45,61,-16,44,1.16,38.8,59.2,-20.4,-0.54,10641,52328645,EPL,2025,3721,5746,114,0.352419074,40.17577445,3.824225548
100,11,2017-2018,10,Newcastle Utd,37,25.6,41.7,38,12,8,18,39,47,-8,44,1.16,41.6,52.4,-10.8,-0.28,51992,51305427,EPL,1521,2209,3730,114,0.407774799,46.48632708,-2.486327078
101,12,2017-2018,13,West Ham,41,28,45.2,38,10,12,16,48,68,-20,42,1.11,36.7,55.1,-18.4,-0.48,56885,84497976,EPL,2304,4624,6928,114,0.33256351,37.91224018,4.087759815
102,13,2017-2018,14,Watford,37,27.9,49.7,38,11,8,19,44,64,-20,41,1.08,45,51.8,-6.8,-0.18,20231,56478625,EPL,1936,4096,6032,114,0.320954907,36.58885942,4.411140584
103,14,2017-2018,15,Brighton,39,27.5,43.7,38,9,13,16,34,54,-20,40,1.05,37,50.8,-13.8,-0.36,30403,48498265,EPL,1156,2916,4072,114,0.28388998,32.36345776,7.63654224
104,15,2017-2018,16,Huddersfield,35,26.4,45.7,38,9,10,19,28,58,-30,37,0.97,31.3,48.5,-17.2,-0.45,24040,31118172,EPL,784,3364,4148,114,0.18900675,21.54676953,15.45323047
105,16,2017-2018,17,Southampton,29,26.2,51.3,38,7,15,16,37,56,-19,36,0.95,39.9,45.2,-5.3,-0.14,30794,82723752,EPL,1369,3136,4505,114,0.303884573,34.64284129,1.357158713
106,17,2017-2018,19,Stoke City,35,27.5,41.4,38,7,12,19,35,68,-33,33,0.87,36.5,62.5,-26,-0.69,29280,59609032,EPL,1225,4624,5849,114,0.209437511,23.87587622,9.124123782
107,18,2017-2018,18,Swansea City,36,27.2,45.3,38,8,9,21,28,56,-28,33,0.87,31.6,58.6,-27,-0.71,20623,58054764,EPL,784,3136,3920,114,0.2,22.8,10.2
108,19,2017-2018,20,West Brom,33,29.1,40.7,38,6,13,19,31,56,-25,31,0.82,36.5,47.9,-11.4,-0.3,24520,71763674,EPL,961,3136,4097,114,0.234561875,26.7400537,4.259946302
109,20,2018-2019,1,Manchester City,96,26.7,67.9,38,32,2,4,95,23,72,98,2.58,84.3,24.7,59.6,1.57,54130,183025676,EPL,9025,529,9554,114,0.944630521,107.6878794,-9.687879422
110,21,2018-2019,2,Liverpool,88,26.1,61.8,38,30,7,1,89,22,67,97,2.55,73.7,28.8,44.9,1.18,52983,154892092,EPL,7921,484,8405,114,0.942415229,107.4353361,-10.43533611
111,22,2018-2019,3,Chelsea,102,27.3,62.9,38,21,9,8,63,39,24,72,1.89,58.6,36.4,22.2,0.58,40437,191405844,EPL,3969,1521,5490,114,0.72295082,82.41639344,-10.41639344
112,23,2018-2019,4,Tottenham,83,26.8,59,38,23,2,13,67,39,28,71,1.87,54.9,47.1,7.8,0.2,54216,110835465,EPL,4489,1521,6010,114,0.746921797,85.14908486,-14.14908486
