league,seasons,league_rank,squad,player,goals,team_total,league_total,goals_rank
La Liga,2019-2020,2,Barcelona,Carles AleÃ±Ã¡,0,86,942,20
La Liga,2019-2020,2,Barcelona,Jean-Clair Todibo,0,86,942,21
La Liga,2019-2020,2,Barcelona,Marc-AndrÃ© ter Stegen,0,86,942,22
La Liga,2019-2020,2,Barcelona,Moussa WaguÃ©,0,86,942,23
La Liga,2019-2020,2,Barcelona,Rafinha,0,86,942,24
La Liga,2019-2020,2,Barcelona,Ãlex Collado,0,86,942,25
La Liga,2019-2020,2,Barcelona,Ronald AraÃºjo,0,86,942,26
La Liga,2019-2020,2,Barcelona,Samuel Umtiti,0,86,942,27
La Liga,2019-2020,2,Barcelona,Neto,0,86,942,28
La Liga,2019-2020,3,AtlÃ©tico Madrid,Ãlvaro Morata,12,51,942,1
La Liga,2019-2020,3,AtlÃ©tico Madrid,SaÃºl Ã‘Ã­guez,6,51,942,2
La Liga,2019-2020,3,AtlÃ©tico Madrid,JoÃ£o FÃ©lix,6,51,942,3
La Liga,2019-2020,3,AtlÃ©tico Madrid,Diego Costa,5,51,942,4
La Liga,2019-2020,3,AtlÃ©tico Madrid,Ãngel Correa,5,51,942,5
La Liga,2019-2020,3,AtlÃ©tico Madrid,Koke,4,51,942,6
La Liga,2019-2020,3,AtlÃ©tico Madrid,Vitolo,3,51,942,7
La Liga,2019-2020,3,AtlÃ©tico Madrid,Thomas Partey,3,51,942,8
La Liga,2019-2020,3,AtlÃ©tico Madrid,Marcos Llorente,3,51,942,9
La Liga,2019-2020,3,AtlÃ©tico Madrid,Yannick Carrasco,1,51,942,10
La Liga,2019-2020,3,AtlÃ©tico Madrid,Renan Lodi,1,51,942,11
La Liga,2019-2020,3,AtlÃ©tico Madrid,Felipe,1,51,942,12
La Liga,2019-2020,3,AtlÃ©tico Madrid,Toni Moya,0,51,942,13
La Liga,2019-2020,3,AtlÃ©tico Madrid,Thomas Lemar,0,51,942,14
La Liga,2019-2020,3,AtlÃ©tico Madrid,Santiago Arias,0,51,942,15
La Liga,2019-2020,3,AtlÃ©tico Madrid,Å ime Vrsaljko,0,51,942,16
La Liga,2019-2020,3,AtlÃ©tico Madrid,Rodrigo Riquelme,0,51,942,17
La Liga,2019-2020,3,AtlÃ©tico Madrid,Mario Hermoso,0,51,942,18
La Liga,2019-2020,3,AtlÃ©tico Madrid,Manuel SÃ¡nchez,0,51,942,19
La Liga,2019-2020,3,AtlÃ©tico Madrid,Kieran Trippier,0,51,942,20
La Liga,2019-2020,3,AtlÃ©tico Madrid,JosÃ© MarÃ­a GimÃ©nez,0,51,942,21
La Liga,2019-2020,3,AtlÃ©tico Madrid,Jan Oblak,0,51,942,22
La Liga,2019-2020,3,AtlÃ©tico Madrid,Ivan Å aponjiÄ‡,0,51,942,23
La Liga,2019-2020,3,AtlÃ©tico Madrid,HÃ©ctor Herrera,0,51,942,24
La Liga,2019-2020,3,AtlÃ©tico Madrid,GermÃ¡n Valera,0,51,942,25
La Liga,2019-2020,3,AtlÃ©tico Madrid,DarÃ­o Poveda,0,51,942,26
La Liga,2019-2020,3,AtlÃ©tico Madrid,Antonio AdÃ¡n,0,51,942,27
La Liga,2019-2020,3,AtlÃ©tico Madrid,Ã“scar Clemente,0,51,942,28
La Liga,2019-2020,3,AtlÃ©tico Madrid,Sergio Camello,0,51,942,29
La Liga,2019-2020,3,AtlÃ©tico Madrid,Stefan SaviÄ‡,0,51,942,30
La Liga,2019-2020,4,Sevilla,Lucas Ocampos,14,54,942,1
La Liga,2019-2020,4,Sevilla,Luuk de Jong,6,54,942,2
La Liga,2019-2020,4,Sevilla,Munir El Haddadi,5,54,942,3
La Liga,2019-2020,4,Sevilla,Youssef En-Nesyri,4,54,942,4
La Liga,2019-2020,4,Sevilla,Nolito,3,54,942,5
La Liga,2019-2020,4,Sevilla,Franco VÃ¡zquez,3,54,942,6
La Liga,2019-2020,4,Sevilla,Ã‰ver Banega,3,54,942,7
La Liga,2019-2020,4,Sevilla,Ã“liver Torres,3,54,942,8
La Liga,2019-2020,4,Sevilla,Sergio ReguilÃ³n,2,54,942,9
La Liga,2019-2020,4,Sevilla,Joan JordÃ¡n,2,54,942,10
La Liga,2019-2020,4,Sevilla,Fernando,2,54,942,11
La Liga,2019-2020,4,Sevilla,Diego Carlos,2,54,942,12
La Liga,2019-2020,4,Sevilla,Javier HernÃ¡ndez,1,54,942,13
La Liga,2019-2020,4,Sevilla,Suso,1,54,942,14
La Liga,2019-2020,4,Sevilla,Jules KoundÃ©,1,54,942,15
La Liga,2019-2020,4,Sevilla,Sergio Escudero,1,54,942,16
La Liga,2019-2020,4,Sevilla,Daniel CarriÃ§o,0,54,942,17
La Liga,2019-2020,4,Sevilla,Alejandro Pozo Pozo,0,54,942,18
La Liga,2019-2020,4,Sevilla,JesÃºs Navas,0,54,942,19
La Liga,2019-2020,4,Sevilla,Moanes Dabbur,0,54,942,20
La Liga,2019-2020,4,Sevilla,Nemanja Gudelj,0,54,942,21
La Liga,2019-2020,4,Sevilla,Rony Lopes,0,54,942,22
La Liga,2019-2020,4,Sevilla,Sergi GÃ³mez,0,54,942,23
La Liga,2019-2020,4,Sevilla,TomÃ¡Å¡ VaclÃ­k,0,54,942,24
La Liga,2019-2020,4,Sevilla,Yassine Bounou,0,54,942,25
La Liga,2019-2020,4,Sevilla,Bryan,0,54,942,26
La Liga,2019-2020,5,Villarreal,Gerard Moreno,18,63,942,1
La Liga,2019-2020,5,Villarreal,Santi Cazorla,11,63,942,2
La Liga,2019-2020,5,Villarreal,Karl Toko Ekambi,6,63,942,3
La Liga,2019-2020,5,Villarreal,Moi GÃ³mez,5,63,942,4
La Liga,2019-2020,5,Villarreal,Paco AlcÃ¡cer,4,63,942,5
La Liga,2019-2020,5,Villarreal,Samuel Chukwueze,3,63,942,6
La Liga,2019-2020,5,Villarreal,Manu Trigueros,2,63,942,7
La Liga,2019-2020,5,Villarreal,Javier Ontiveros,2,63,942,8
La Liga,2019-2020,5,Villarreal,Pau Torres,2,63,942,9
La Liga,2019-2020,5,Villarreal,RubÃ©n PeÃ±a,2,63,942,10
La Liga,2019-2020,5,Villarreal,Carlos Bacca,2,63,942,11
La Liga,2019-2020,5,Villarreal,Andre-Frank Zambo Anguissa,2,63,942,12
La Liga,2019-2020,5,Villarreal,RaÃºl Albiol,1,63,942,13
La Liga,2019-2020,5,Villarreal,Vicente Iborra,1,63,942,14
La Liga,2019-2020,5,Villarreal,Fernando NiÃ±o,1,63,942,15
La Liga,2019-2020,5,Villarreal,Alex Baena,0,63,942,16
La Liga,2019-2020,5,Villarreal,AndrÃ©s FernÃ¡ndez,0,63,942,17
La Liga,2019-2020,5,Villarreal,Bruno Soriano,0,63,942,18
La Liga,2019-2020,5,Villarreal,Manu Morlanes,0,63,942,19
La Liga,2019-2020,5,Villarreal,Mario Gaspar,0,63,942,20
La Liga,2019-2020,5,Villarreal,Sergio Asenjo,0,63,942,21
La Liga,2019-2020,5,Villarreal,Sofian Chakla,0,63,942,22
La Liga,2019-2020,5,Villarreal,Xavi QuintillÃ,0,63,942,23
La Liga,2019-2020,5,Villarreal,Alberto Moreno,0,63,942,24
La Liga,2019-2020,5,Villarreal,Ramiro Funes Mori,0,63,942,25
La Liga,2019-2020,6,Real Sociedad,Willian JosÃ©,11,56,942,1
La Liga,2019-2020,6,Real Sociedad,Mikel Oyarzabal,10,56,942,2
La Liga,2019-2020,6,Real Sociedad,Alexander Isak,9,56,942,3
La Liga,2019-2020,6,Real Sociedad,Portu,7,56,942,4
La Liga,2019-2020,6,Real Sociedad,Mikel Merino,5,56,942,5
La Liga,2019-2020,6,Real Sociedad,Martin Ã˜degaard,4,56,942,6
La Liga,2019-2020,6,Real Sociedad,Adnan Januzaj,3,56,942,7
La Liga,2019-2020,6,Real Sociedad,Nacho Monreal,2,56,942,8
La Liga,2019-2020,6,Real Sociedad,Robin Le Normand,1,56,942,9
La Liga,2019-2020,6,Real Sociedad,Diego Llorente,1,56,942,10
La Liga,2019-2020,6,Real Sociedad,Ander Barrenetxea,1,56,942,11
La Liga,2019-2020,6,Real Sociedad,Roberto LÃ³pez,0,56,942,12
La Liga,2019-2020,6,Real Sociedad,MartÃ­n Zubimendi,0,56,942,13
La Liga,2019-2020,6,Real Sociedad,Ander Guevara,0,56,942,14
La Liga,2019-2020,6,Real Sociedad,NaÃ¯s Djouahra,0,56,942,15
La Liga,2019-2020,6,Real Sociedad,Ãlex Remiro,0,56,942,16
La Liga,2019-2020,6,Real Sociedad,Miguel Ãngel MoyÃ¡,0,56,942,17
La Liga,2019-2020,6,Real Sociedad,Andoni Gorosabel,0,56,942,18
La Liga,2019-2020,6,Real Sociedad,Aritz Elustondo,0,56,942,19
La Liga,2019-2020,6,Real Sociedad,Asier Illarramendi,0,56,942,20
La Liga,2019-2020,6,Real Sociedad,David Zurutuza,0,56,942,21
La Liga,2019-2020,6,Real Sociedad,Jon Pacheco,0,56,942,22
La Liga,2019-2020,6,Real Sociedad,Joseba ZaldÃºa,0,56,942,23
La Liga,2019-2020,6,Real Sociedad,KÃ©vin Rodrigues,0,56,942,24
La Liga,2019-2020,6,Real Sociedad,Luca Sangalli,0,56,942,25
La Liga,2019-2020,6,Real Sociedad,Aihen MuÃ±oz,0,56,942,26
La Liga,2019-2020,6,Real Sociedad,Igor Zubeldia,0,56,942,27
La Liga,2020-2021,1,AtlÃ©tico Madrid,Luis SuÃ¡rez,21,67,953,1
La Liga,2020-2021,1,AtlÃ©tico Madrid,Marcos Llorente,12,67,953,2
La Liga,2020-2021,1,AtlÃ©tico Madrid,Ãngel Correa,9,67,953,3
La Liga,2020-2021,1,AtlÃ©tico Madrid,JoÃ£o FÃ©lix,7,67,953,4
La Liga,2020-2021,1,AtlÃ©tico Madrid,Yannick Carrasco,6,67,953,5
La Liga,2020-2021,1,AtlÃ©tico Madrid,SaÃºl Ã‘Ã­guez,2,67,953,6
La Liga,2020-2021,1,AtlÃ©tico Madrid,Diego Costa,2,67,953,7
La Liga,2020-2021,1,AtlÃ©tico Madrid,Lucas Torreira,1,67,953,8
La Liga,2020-2021,1,AtlÃ©tico Madrid,Koke,1,67,953,9
La Liga,2020-2021,1,AtlÃ©tico Madrid,Thomas Lemar,1,67,953,10
La Liga,2020-2021,1,AtlÃ©tico Madrid,Stefan SaviÄ‡,1,67,953,11
La Liga,2020-2021,1,AtlÃ©tico Madrid,Renan Lodi,1,67,953,12
La Liga,2020-2021,1,AtlÃ©tico Madrid,Mario Hermoso,1,67,953,13
La Liga,2020-2021,1,AtlÃ©tico Madrid,Vitolo,0,67,953,14
La Liga,2020-2021,1,AtlÃ©tico Madrid,Å ime Vrsaljko,0,67,953,15
La Liga,2020-2021,1,AtlÃ©tico Madrid,Thomas Partey,0,67,953,16
La Liga,2020-2021,1,AtlÃ©tico Madrid,Ricard,0,67,953,17
La Liga,2020-2021,1,AtlÃ©tico Madrid,Moussa DembÃ©lÃ©,0,67,953,18
La Liga,2020-2021,1,AtlÃ©tico Madrid,Manuel SÃ¡nchez,0,67,953,19
La Liga,2020-2021,1,AtlÃ©tico Madrid,Kieran Trippier,0,67,953,20
La Liga,2020-2021,1,AtlÃ©tico Madrid,JosÃ© MarÃ­a GimÃ©nez,0,67,953,21
La Liga,2020-2021,1,AtlÃ©tico Madrid,Jan Oblak,0,67,953,22
La Liga,2020-2021,1,AtlÃ©tico Madrid,HÃ©ctor Herrera,0,67,953,23
La Liga,2020-2021,1,AtlÃ©tico Madrid,Geoffrey Kondogbia,0,67,953,24
La Liga,2020-2021,1,AtlÃ©tico Madrid,Felipe,0,67,953,25
La Liga,2020-2021,2,Real Madrid,Karim Benzema,23,67,953,1
La Liga,2020-2021,2,Real Madrid,Casemiro,6,67,953,2
La Liga,2020-2021,2,Real Madrid,Luka ModriÄ‡,5,67,953,3
La Liga,2020-2021,2,Real Madrid,Marco Asensio,5,67,953,4
La Liga,2020-2021,2,Real Madrid,Vinicius JÃºnior,3,67,953,5
La Liga,2020-2021,2,Real Madrid,Toni Kroos,3,67,953,6
La Liga,2020-2021,2,Real Madrid,Federico Valverde,3,67,953,7
La Liga,2020-2021,2,Real Madrid,Eden Hazard,3,67,953,8
La Liga,2020-2021,2,Real Madrid,Sergio Ramos,2,67,953,9
La Liga,2020-2021,2,Real Madrid,RaphaÃ«l Varane,2,67,953,10
La Liga,2020-2021,2,Real Madrid,Lucas VÃ¡zquez,2,67,953,11
La Liga,2020-2021,2,Real Madrid,Ãlvaro Odriozola,2,67,953,12
La Liga,2020-2021,2,Real Madrid,Ã‰der MilitÃ£o,1,67,953,13
La Liga,2020-2021,2,Real Madrid,Rodrygo,1,67,953,14
La Liga,2020-2021,2,Real Madrid,Nacho,1,67,953,15
La Liga,2020-2021,2,Real Madrid,Mariano,1,67,953,16
La Liga,2020-2021,2,Real Madrid,Ferland Mendy,1,67,953,17
La Liga,2020-2021,2,Real Madrid,Dani Carvajal,0,67,953,18
La Liga,2020-2021,2,Real Madrid,Borja Mayoral,0,67,953,19
La Liga,2020-2021,2,Real Madrid,Hugo Duro,0,67,953,20
La Liga,2020-2021,2,Real Madrid,Isco,0,67,953,21
La Liga,2020-2021,2,Real Madrid,Luka JoviÄ‡,0,67,953,22
La Liga,2020-2021,2,Real Madrid,Marcelo,0,67,953,23
La Liga,2020-2021,2,Real Madrid,Marvin,0,67,953,24
La Liga,2020-2021,2,Real Madrid,Miguel GutiÃ©rrez,0,67,953,25
La Liga,2020-2021,2,Real Madrid,Sergio Arribas,0,67,953,26
La Liga,2020-2021,2,Real Madrid,Thibaut Courtois,0,67,953,27
La Liga,2020-2021,2,Real Madrid,VÃ­ctor Chust,0,67,953,28
La Liga,2020-2021,2,Real Madrid,Blanco,0,67,953,29
La Liga,2020-2021,2,Real Madrid,Martin Ã˜degaard,0,67,953,30
La Liga,2020-2021,3,Barcelona,Lionel Messi,30,85,953,1
La Liga,2020-2021,3,Barcelona,Antoine Griezmann,13,85,953,2
La Liga,2020-2021,3,Barcelona,Ousmane DembÃ©lÃ©,6,85,953,3
La Liga,2020-2021,3,Barcelona,Ansu Fati,4,85,953,4
La Liga,2020-2021,3,Barcelona,Pedri,3,85,953,5
La Liga,2020-2021,3,Barcelona,Jordi Alba,3,85,953,6
La Liga,2020-2021,3,Barcelona,Frenkie de Jong,3,85,953,7
La Liga,2020-2021,3,Barcelona,Francisco TrincÃ£o,3,85,953,8
La Liga,2020-2021,3,Barcelona,Ã“scar Mingueza,2,85,953,9
La Liga,2020-2021,3,Barcelona,Philippe Coutinho,2,85,953,10
La Liga,2020-2021,3,Barcelona,Ronald AraÃºjo,2,85,953,11
La Liga,2020-2021,3,Barcelona,Martin Braithwaite,2,85,953,12
La Liga,2020-2021,3,Barcelona,SergiÃ±o Dest,2,85,953,13
La Liga,2020-2021,3,Barcelona,Riqui Puig,1,85,953,14
La Liga,2020-2021,3,Barcelona,Junior Firpo,1,85,953,15
La Liga,2020-2021,3,Barcelona,Ilaix Moriba,1,85,953,16
La Liga,2020-2021,3,Barcelona,ClÃ©ment Lenglet,1,85,953,17
La Liga,2020-2021,3,Barcelona,Sergi Roberto,1,85,953,18
La Liga,2020-2021,3,Barcelona,Gerard PiquÃ©,0,85,953,19
La Liga,2020-2021,3,Barcelona,Carles AleÃ±Ã¡,0,85,953,20
La Liga,2020-2021,3,Barcelona,Sergio Busquets,0,85,953,21
La Liga,2020-2021,3,Barcelona,Samuel Umtiti,0,85,953,22
La Liga,2020-2021,3,Barcelona,Neto,0,85,953,23
La Liga,2020-2021,3,Barcelona,Miralem PjaniÄ‡,0,85,953,24
La Liga,2020-2021,3,Barcelona,Marc-AndrÃ© ter Stegen,0,85,953,25
La Liga,2020-2021,4,Sevilla,Youssef En-Nesyri,18,53,953,1
La Liga,2020-2021,4,Sevilla,Lucas Ocampos,5,53,953,2
La Liga,2020-2021,4,Sevilla,Munir El Haddadi,4,53,953,3
La Liga,2020-2021,4,Sevilla,Luuk de Jong,4,53,953,4
La Liga,2020-2021,4,Sevilla,Ivan RakitiÄ‡,4,53,953,5
La Liga,2020-2021,4,Sevilla,Suso,3,53,953,6
La Liga,2020-2021,4,Sevilla,Papu GÃ³mez,3,53,953,7
La Liga,2020-2021,4,Sevilla,Fernando,3,53,953,8
La Liga,2020-2021,4,Sevilla,Jules KoundÃ©,2,53,953,9
La Liga,2020-2021,4,Sevilla,Joan JordÃ¡n,1,53,953,10
La Liga,2020-2021,4,Sevilla,Yassine Bounou,1,53,953,11
La Liga,2020-2021,4,Sevilla,Sergio Escudero,1,53,953,12
La Liga,2020-2021,4,Sevilla,Franco VÃ¡zquez,1,53,953,13
La Liga,2020-2021,4,Sevilla,Diego Carlos,1,53,953,14
La Liga,2020-2021,4,Sevilla,Marcos AcuÃ±a,1,53,953,15
La Liga,2020-2021,4,Sevilla,Ã“liver Torres,0,53,953,16
La Liga,2020-2021,4,Sevilla,TomÃ¡Å¡ VaclÃ­k,0,53,953,17
La Liga,2020-2021,4,Sevilla,Sergi GÃ³mez,0,53,953,18
La Liga,2020-2021,4,Sevilla,Oussama Idrissi,0,53,953,19
La Liga,2020-2021,4,Sevilla,Nemanja Gudelj,0,53,953,20
La Liga,2020-2021,4,Sevilla,Karim Rekik,0,53,953,21
La Liga,2020-2021,4,Sevilla,JesÃºs Navas,0,53,953,22
La Liga,2020-2021,4,Sevilla,Carlos FernÃ¡ndez,0,53,953,23
La Liga,2020-2021,4,Sevilla,Bryan,0,53,953,24
La Liga,2020-2021,4,Sevilla,Aleix Vidal,0,53,953,25
La Liga,2020-2021,4,Sevilla,Ã“scar RodrÃ­guez Arnaiz,0,53,953,26
La Liga,2020-2021,5,Real Sociedad,Alexander Isak,17,59,953,1
La Liga,2020-2021,5,Real Sociedad,Mikel Oyarzabal,11,59,953,2
La Liga,2020-2021,5,Real Sociedad,Portu,8,59,953,3
La Liga,2020-2021,5,Real Sociedad,Adnan Januzaj,4,59,953,4
La Liga,2020-2021,5,Real Sociedad,Willian JosÃ©,3,59,953,5
La Liga,2020-2021,5,Real Sociedad,Roberto LÃ³pez,3,59,953,6
La Liga,2020-2021,5,Real Sociedad,Ander Barrenetxea,3,59,953,7
La Liga,2020-2021,5,Real Sociedad,Mikel Merino,2,59,953,8
La Liga,2020-2021,5,Real Sociedad,David Silva,2,59,953,9
La Liga,2020-2021,5,Real Sociedad,Nacho Monreal,1,59,953,10
La Liga,2020-2021,5,Real Sociedad,Igor Zubeldia,1,59,953,11
La Liga,2020-2021,5,Real Sociedad,Ander Guevara,1,59,953,12
La Liga,2020-2021,5,Real Sociedad,Aritz Elustondo,1,59,953,13
La Liga,2020-2021,5,Real Sociedad,Carlos FernÃ¡ndez,1,59,953,14
La Liga,2020-2021,5,Real Sociedad,Andoni Gorosabel,0,59,953,15
La Liga,2020-2021,5,Real Sociedad,Roberto Navarro,0,59,953,16
La Liga,2020-2021,5,Real Sociedad,Ãlex Remiro,0,59,953,17
La Liga,2020-2021,5,Real Sociedad,Aritz Arambarri,0,59,953,18
La Liga,2020-2021,5,Real Sociedad,Asier Illarramendi,0,59,953,19
La Liga,2020-2021,5,Real Sociedad,Diego Llorente,0,59,953,20
La Liga,2020-2021,5,Real Sociedad,Jon Bautista,0,59,953,21
La Liga,2020-2021,5,Real Sociedad,Jon Pacheco,0,59,953,22
La Liga,2020-2021,5,Real Sociedad,Joseba ZaldÃºa,0,59,953,23
La Liga,2020-2021,5,Real Sociedad,MartÃ­n Merquelanz,0,59,953,24
La Liga,2020-2021,5,Real Sociedad,MartÃ­n Zubimendi,0,59,953,25
La Liga,2020-2021,5,Real Sociedad,Robin Le Normand,0,59,953,26
La Liga,2020-2021,5,Real Sociedad,Modibo Sagnan,0,59,953,27
La Liga,2020-2021,5,Real Sociedad,Urko GonzÃ¡lez,0,59,953,28
La Liga,2020-2021,5,Real Sociedad,Jon Guridi,0,59,953,29
La Liga,2020-2021,5,Real Sociedad,Aihen MuÃ±oz,0,59,953,30
La Liga,2020-2021,6,Betis,Borja Iglesias,11,50,953,1
La Liga,2020-2021,6,Betis,Sergio Canales,8,50,953,2
La Liga,2020-2021,6,Betis,Nabil Fekir,5,50,953,3
La Liga,2020-2021,6,Betis,Cristian Tello,5,50,953,4
La Liga,2020-2021,6,Betis,Antonio Sanabria,3,50,953,5
La Liga,2020-2021,6,Betis,AÃ¯ssa Mandi,3,50,953,6
La Liga,2020-2021,6,Betis,William Carvalho,2,50,953,7
La Liga,2020-2021,6,Betis,VÃ­ctor Ruiz,2,50,953,8
La Liga,2020-2021,6,Betis,Juanmi,2,50,953,9
La Liga,2020-2021,6,Betis,JoaquÃ­n,2,50,953,10
La Liga,2020-2021,6,Betis,Aitor Ruibal,2,50,953,11
La Liga,2020-2021,6,Betis,Juan Miranda,1,50,953,12
La Liga,2020-2021,6,Betis,Emerson,1,50,953,13
La Liga,2020-2021,6,Betis,AndrÃ©s Guardado,1,50,953,14
La Liga,2020-2021,6,Betis,Loren MorÃ³n,1,50,953,15
La Liga,2020-2021,6,Betis,Guido RodrÃ­guez,1,50,953,16
La Liga,2020-2021,6,Betis,Marc Bartra,0,50,953,17
La Liga,2020-2021,6,Betis,Ãlex Moreno,0,50,953,18
La Liga,2020-2021,6,Betis,Claudio Bravo,0,50,953,19
La Liga,2020-2021,6,Betis,Joel Robles,0,50,953,20
La Liga,2020-2021,6,Betis,MartÃ­n Montoya,0,50,953,21
La Liga,2020-2021,6,Betis,Paul Akouokou,0,50,953,22
La Liga,2020-2021,6,Betis,Rodrigo,0,50,953,23
La Liga,2020-2021,6,Betis,Sidnei,0,50,953,24
La Liga,2020-2021,6,Betis,Diego Lainez,0,50,953,25
La Liga,2021-2022,1,Real Madrid,Karim Benzema,27,80,951,1
La Liga,2021-2022,1,Real Madrid,Vinicius JÃºnior,17,80,951,2
La Liga,2021-2022,1,Real Madrid,Marco Asensio,10,80,951,3
La Liga,2021-2022,1,Real Madrid,Rodrygo,4,80,951,4
La Liga,2021-2022,1,Real Madrid,Nacho,3,80,951,5
La Liga,2021-2022,1,Real Madrid,Lucas VÃ¡zquez,3,80,951,6
La Liga,2021-2022,1,Real Madrid,David Alaba,2,80,951,7
La Liga,2021-2022,1,Real Madrid,Luka ModriÄ‡,2,80,951,8
La Liga,2021-2022,1,Real Madrid,Ferland Mendy,2,80,951,9
La Liga,2021-2022,1,Real Madrid,Eduardo Camavinga,2,80,951,10
La Liga,2021-2022,1,Real Madrid,Isco,1,80,951,11
La Liga,2021-2022,1,Real Madrid,Gareth Bale,1,80,951,12
La Liga,2021-2022,1,Real Madrid,Dani Carvajal,1,80,951,13
La Liga,2021-2022,1,Real Madrid,Casemiro,1,80,951,14
La Liga,2021-2022,1,Real Madrid,Ã‰der MilitÃ£o,1,80,951,15
La Liga,2021-2022,1,Real Madrid,Toni Kroos,1,80,951,16
La Liga,2021-2022,1,Real Madrid,Luka JoviÄ‡,1,80,951,17
La Liga,2021-2022,1,Real Madrid,Mariano,1,80,951,18
La Liga,2021-2022,1,Real Madrid,Andriy Lunin,0,80,951,19
La Liga,2021-2022,1,Real Madrid,JesÃºs Vallejo,0,80,951,20
La Liga,2021-2022,1,Real Madrid,Thibaut Courtois,0,80,951,21
La Liga,2021-2022,1,Real Madrid,Dani Ceballos,0,80,951,22
La Liga,2021-2022,1,Real Madrid,Blanco,0,80,951,23
La Liga,2021-2022,1,Real Madrid,Federico Valverde,0,80,951,24
La Liga,2021-2022,1,Real Madrid,Latasa,0,80,951,25
La Liga,2021-2022,1,Real Madrid,Marcelo,0,80,951,26
La Liga,2021-2022,1,Real Madrid,Mario Gila,0,80,951,27
La Liga,2021-2022,1,Real Madrid,Miguel GutiÃ©rrez,0,80,951,28
La Liga,2021-2022,1,Real Madrid,Peter GonzÃ¡lez,0,80,951,29
La Liga,2021-2022,1,Real Madrid,Sergio Santos,0,80,951,30
La Liga,2021-2022,1,Real Madrid,Eden Hazard,0,80,951,31
La Liga,2021-2022,2,Barcelona,Memphis,12,68,951,1
La Liga,2021-2022,2,Barcelona,Pierre-Emerick Aubameyang,11,68,951,2
La Liga,2021-2022,2,Barcelona,Luuk de Jong,6,68,951,3
La Liga,2021-2022,2,Barcelona,Ansu Fati,4,68,951,4
La Liga,2021-2022,2,Barcelona,FerrÃ¡n Torres,4,68,951,5
La Liga,2021-2022,2,Barcelona,Ronald AraÃºjo,4,68,951,6
La Liga,2021-2022,2,Barcelona,Frenkie de Jong,3,68,951,7
La Liga,2021-2022,2,Barcelona,Pedri,3,68,951,8
La Liga,2021-2022,2,Barcelona,Sergi Roberto,2,68,951,9
La Liga,2021-2022,2,Barcelona,Philippe Coutinho,2,68,951,10
La Liga,2021-2022,2,Barcelona,NicolÃ¡s GonzÃ¡lez,2,68,951,11
La Liga,2021-2022,2,Barcelona,Martin Braithwaite,2,68,951,12
La Liga,2021-2022,2,Barcelona,Jordi Alba,2,68,951,13
La Liga,2021-2022,2,Barcelona,Gavi,2,68,951,14
La Liga,2021-2022,2,Barcelona,Sergio Busquets,2,68,951,15
La Liga,2021-2022,2,Barcelona,Riqui Puig,1,68,951,16
La Liga,2021-2022,2,Barcelona,Sergio AgÃ¼ero,1,68,951,17
La Liga,2021-2022,2,Barcelona,Ousmane DembÃ©lÃ©,1,68,951,18
La Liga,2021-2022,2,Barcelona,JutglÃ,1,68,951,19
La Liga,2021-2022,2,Barcelona,Gerard PiquÃ©,1,68,951,20
La Liga,2021-2022,2,Barcelona,Dani Alves,1,68,951,21
La Liga,2021-2022,2,Barcelona,Abdessamad Ezzalzouli,1,68,951,22
La Liga,2021-2022,2,Barcelona,Alvaro Sanz,0,68,951,23
La Liga,2021-2022,2,Barcelona,Eric GarcÃ­a,0,68,951,24
La Liga,2021-2022,2,Barcelona,Ã“scar Mingueza,0,68,951,25
La Liga,2021-2022,2,Barcelona,Adama TraorÃ©,0,68,951,26
La Liga,2021-2022,2,Barcelona,Emerson,0,68,951,27
La Liga,2021-2022,2,Barcelona,Alejandro Balde,0,68,951,28
La Liga,2021-2022,2,Barcelona,SergiÃ±o Dest,0,68,951,29
La Liga,2021-2022,2,Barcelona,Antoine Griezmann,0,68,951,30
La Liga,2021-2022,2,Barcelona,ClÃ©ment Lenglet,0,68,951,31
La Liga,2021-2022,2,Barcelona,Samuel Umtiti,0,68,951,32
La Liga,2021-2022,2,Barcelona,Yusuf Demir,0,68,951,33
La Liga,2021-2022,2,Barcelona,Neto,0,68,951,34
La Liga,2021-2022,2,Barcelona,Mika MÃ rmol,0,68,951,35
La Liga,2021-2022,2,Barcelona,Ilias Akhomach,0,68,951,36
La Liga,2021-2022,2,Barcelona,Estanis,0,68,951,37
La Liga,2021-2022,2,Barcelona,Marc-AndrÃ© ter Stegen,0,68,951,38
La Liga,2021-2022,3,AtlÃ©tico Madrid,Ãngel Correa,12,65,951,1
La Liga,2021-2022,3,AtlÃ©tico Madrid,Luis SuÃ¡rez,11,65,951,2
La Liga,2021-2022,3,AtlÃ©tico Madrid,JoÃ£o FÃ©lix,8,65,951,3
La Liga,2021-2022,3,AtlÃ©tico Madrid,Matheus Cunha,6,65,951,4
La Liga,2021-2022,3,AtlÃ©tico Madrid,Yannick Carrasco,6,65,951,5
La Liga,2021-2022,3,AtlÃ©tico Madrid,Thomas Lemar,4,65,951,6
La Liga,2021-2022,3,AtlÃ©tico Madrid,Antoine Griezmann,3,65,951,7
La Liga,2021-2022,3,AtlÃ©tico Madrid,Rodrigo De Paul,3,65,951,8
La Liga,2021-2022,3,AtlÃ©tico Madrid,Felipe,2,65,951,9
La Liga,2021-2022,3,AtlÃ©tico Madrid,Renan Lodi,2,65,951,10
La Liga,2021-2022,3,AtlÃ©tico Madrid,Mario Hermoso,2,65,951,11
