Player,Squad,MP,Starts,Min,90s,Goals,Goals,Seasons,League
Kévin Rodrigues,Eibar,22,11,"1,095",12.2,1,0.08,2020-2021,La Liga
,,,,,,,,2020-2021,La Liga
Ángel Rodríguez,Getafe,33,12,"1,374",15.3,5,0.33,2020-2021,La Liga
Óscar Rodríguez Arnaiz,Sevilla,20,4,511,5.7,0,0.00,2020-2021,La Liga
Guido Rodríguez,Betis,35,34,"2,864",31.8,1,0.03,2020-2021,La Liga
Miguel Rodríguez,Celta Vigo,4,0,30,0.3,0,0.00,2020-2021,La Liga
Víctor Rodríguez,Elche,16,2,426,4.7,0,0.00,2020-2021,La Liga
Rodrygo,Real Madrid,22,10,983,10.9,1,0.09,2020-2021,La Liga
Facundo Roncaglia,Osasuna,17,14,"1,232",13.7,1,0.07,2020-2021,La Liga
Rubén,Osasuna,3,3,187,2.1,0,0.00,2020-2021,La Liga
Waldo Rubio,Valladolid,10,5,375,4.2,1,0.24,2020-2021,La Liga
Aitor Ruibal,Betis,28,21,"1,593",17.7,2,0.11,2020-2021,La Liga
Isma Ruiz,Granada,1,1,67,0.7,0,0.00,2020-2021,La Liga
Víctor Ruiz,Betis,27,24,"2,157",24.0,2,0.08,2020-2021,La Liga
Gerónimo Rulli,Villarreal,2,2,180,2.0,0,0.00,2020-2021,La Liga
Modibo Sagnan,Real Sociedad,16,7,622,6.9,0,0.00,2020-2021,La Liga
Borja Sainz,Alavés,21,2,453,5.0,1,0.20,2020-2021,La Liga
Salvi,Cádiz,28,25,"1,933",21.5,2,0.09,2020-2021,La Liga
Fede San Emeterio,Valladolid,24,17,"1,460",16.2,0,0.00,2020-2021,La Liga
Antonio Sanabria,Betis,16,10,932,10.4,3,0.29,2020-2021,La Liga
Oihan Sancet,Athletic Club,24,11,"1,035",11.5,2,0.17,2020-2021,La Liga
Germán Sánchez,Granada,34,29,"2,638",29.3,3,0.10,2020-2021,La Liga
Javi Sánchez,Valladolid,16,11,921,10.2,0,0.00,2020-2021,La Liga
Manuel Sánchez,Osasuna,16,10,976,10.8,0,0.00,2020-2021,La Liga
Manuel Sánchez,Atlético Madrid,1,1,49,0.5,0,0.00,2020-2021,La Liga
Juan Sánchez Miño,Elche,9,5,495,5.5,0,0.00,2020-2021,La Liga
Oier Sanjurjo,Osasuna,32,24,"2,084",23.2,0,0.00,2020-2021,La Liga
,,,,,,,,2020-2021,La Liga
Ivan Šaponjić,Cádiz,9,3,388,4.3,1,0.23,2020-2021,La Liga
Stefan Savić,Atlético Madrid,33,33,"2,953",32.8,1,0.03,2020-2021,La Liga
Jaime Seoane,Huesca,29,23,"2,064",22.9,1,0.04,2020-2021,La Liga
Edgar Sevikyan,Levante,1,0,8,0.1,0,0.00,2020-2021,La Liga
Sidnei,Betis,11,7,697,7.7,0,0.00,2020-2021,La Liga
David Silva,Real Sociedad,21,17,"1,399",15.5,2,0.13,2020-2021,La Liga
Gastón Silva,Huesca,12,6,600,6.7,0,0.00,2020-2021,La Liga
Rui Silva,Granada,32,32,"2,880",32.0,0,0.00,2020-2021,La Liga
Unai Simón,Athletic Club,37,37,"3,330",37.0,0,0.00,2020-2021,La Liga
Dimitris Siovas,Huesca,36,34,"3,071",34.1,2,0.06,2020-2021,La Liga
Antonio Sivera,Alavés,1,1,71,0.8,0,0.00,2020-2021,La Liga
Rafa Soares,Eibar,19,12,"1,134",12.6,0,0.00,2020-2021,La Liga
Rubén Sobrino,Valencia,5,0,49,0.5,0,0.00,2020-2021,La Liga
Rubén Sobrino,Cádiz,16,11,"1,113",12.4,1,0.08,2020-2021,La Liga
Augusto Solari,Celta Vigo,16,3,486,5.4,2,0.37,2020-2021,La Liga
Roberto Soldado,Granada,29,16,"1,438",16.0,9,0.56,2020-2021,La Liga
Carlos Soler,Valencia,32,31,"2,735",30.4,11,0.36,2020-2021,La Liga
Son,Levante,28,10,"1,106",12.3,0,0.00,2020-2021,La Liga
David Soria,Getafe,28,28,"2,520",28.0,0,0.00,2020-2021,La Liga
Alberto Soro,Granada,15,3,393,4.4,1,0.23,2020-2021,La Liga
Hugo Sotelo,Celta Vigo,1,0,1,0.0,0,0.00,2020-2021,La Liga
Damián Suárez,Getafe,31,28,"2,434",27.0,1,0.04,2020-2021,La Liga
Denis Suárez,Celta Vigo,35,34,"2,852",31.7,0,0.00,2020-2021,La Liga
Luis Suárez,Atlético Madrid,32,30,"2,508",27.9,21,0.75,2020-2021,La Liga
Suso,Sevilla,34,28,"2,210",24.6,3,0.12,2020-2021,La Liga
,,,,,,,,2020-2021,La Liga
Tachi,Alavés,12,8,850,9.4,0,0.00,2020-2021,La Liga
Renato Tapia,Celta Vigo,32,32,"2,701",30.0,0,0.00,2020-2021,La Liga
Tomás Tavares,Alavés,3,0,65,0.7,0,0.00,2020-2021,La Liga
Álvaro Tejero,Eibar,2,1,110,1.2,0,0.00,2020-2021,La Liga
Cristian Tello,Betis,29,12,"1,283",14.3,5,0.35,2020-2021,La Liga
Marc-André ter Stegen,Barcelona,31,31,"2,790",31.0,0,0.00,2020-2021,La Liga
David Timor,Getafe,30,15,"1,395",15.5,0,0.00,2020-2021,La Liga
Toño,Levante,12,9,726,8.1,0,0.00,2020-2021,La Liga
Lucas Torreira,Atlético Madrid,19,3,518,5.8,1,0.17,2020-2021,La Liga
Óliver Torres,Sevilla,33,15,"1,400",15.6,0,0.00,2020-2021,La Liga
Pau Torres,Villarreal,33,33,"2,970",33.0,2,0.06,2020-2021,La Liga
Roberto Torres,Osasuna,35,19,"1,894",21.0,7,0.33,2020-2021,La Liga
Lucas Torró,Osasuna,25,17,"1,548",17.2,0,0.00,2020-2021,La Liga
Manu Trigueros,Villarreal,35,30,"2,527",28.1,1,0.04,2020-2021,La Liga
Francisco Trincão,Barcelona,28,3,706,7.8,3,0.38,2020-2021,La Liga
Kieran Trippier,Atlético Madrid,28,28,"2,475",27.5,0,0.00,2020-2021,La Liga
Samuel Umtiti,Barcelona,13,6,645,7.2,0,0.00,2020-2021,La Liga
Enes Ünal,Getafe,28,15,"1,318",14.6,4,0.27,2020-2021,La Liga
Tomáš Vaclík,Sevilla,5,5,450,5.0,0,0.00,2020-2021,La Liga
Eugeni Valderrama,Huesca,3,1,115,1.3,0,0.00,2020-2021,La Liga
Jesús Vallejo,Granada,21,15,"1,348",15.0,0,0.00,2020-2021,La Liga
Manu Vallejo,Valencia,30,9,950,10.6,5,0.47,2020-2021,La Liga
Federico Valverde,Real Madrid,24,15,"1,330",14.8,3,0.20,2020-2021,La Liga
Raphaël Varane,Real Madrid,31,31,"2,715",30.2,2,0.07,2020-2021,La Liga
Denis Vavro,Huesca,11,9,611,6.8,0,0.00,2020-2021,La Liga
,,,,,,,,2020-2021,La Liga
Franco Vázquez,Sevilla,15,1,164,1.8,1,0.55,2020-2021,La Liga
Kevin Vázquez,Celta Vigo,8,5,562,6.2,0,0.00,2020-2021,La Liga
Lucas Vázquez,Real Madrid,24,21,"1,848",20.5,2,0.10,2020-2021,La Liga
Koke Vegas,Levante,1,1,90,1.0,0,0.00,2020-2021,La Liga
Gabriel Veiga,Celta Vigo,6,1,118,1.3,0,0.00,2020-2021,La Liga
Unai Vencedor Paris,Athletic Club,28,19,"1,701",18.9,0,0.00,2020-2021,La Liga
Gonzalo Verdú,Elche,33,33,"2,944",32.7,0,0.00,2020-2021,La Liga
Mikel Vesga,Athletic Club,30,20,"1,722",19.1,0,0.00,2020-2021,La Liga
Rúben Vezo,Levante,32,25,"2,316",25.7,1,0.04,2020-2021,La Liga
Iñigo Vicente,Athletic Club,3,0,52,0.6,0,0.00,2020-2021,La Liga
Fede Vico,Granada,20,9,767,8.5,0,0.00,2020-2021,La Liga
Aleix Vidal,Sevilla,12,5,595,6.6,0,0.00,2020-2021,La Liga
Nacho Vidal,Osasuna,34,25,"2,348",26.1,0,0.00,2020-2021,La Liga
Toni Villa,Valladolid,21,10,969,10.8,2,0.19,2020-2021,La Liga
Asier Villalibre,Athletic Club,35,16,"1,589",17.7,4,0.23,2020-2021,La Liga
Iván Villar,Celta Vigo,21,19,"1,781",19.8,0,0.00,2020-2021,La Liga
Vitolo,Atlético Madrid,10,3,298,3.3,0,0.00,2020-2021,La Liga
Šime Vrsaljko,Atlético Madrid,9,6,519,5.8,0,0.00,2020-2021,La Liga
Nikola Vukčević,Levante,13,11,810,9.0,0,0.00,2020-2021,La Liga
Daniel Wass,Valencia,35,35,"2,979",33.1,4,0.12,2020-2021,La Liga
Shon Weissman,Valladolid,32,24,"2,133",23.7,6,0.25,2020-2021,La Liga
Iñaki Williams,Athletic Club,38,27,"2,387",26.5,6,0.23,2020-2021,La Liga
Nico Williams,Athletic Club,2,0,57,0.6,0,0.00,2020-2021,La Liga
Jawad El Yamiq,Valladolid,19,15,"1,379",15.3,0,0.00,2020-2021,La Liga
Rubén Yáñez,Getafe,10,10,900,10.0,0,0.00,2020-2021,La Liga
,,,,,,,,2020-2021,La Liga
Yoel,Eibar,4,3,300,3.3,0,0.00,2020-2021,La Liga
Okay Yokuşlu,Celta Vigo,12,3,462,5.1,0,0.00,2020-2021,La Liga
Joseba Zaldúa,Real Sociedad,12,6,639,7.1,0,0.00,2020-2021,La Liga
Oier Zarraga,Athletic Club,5,1,100,1.1,0,0.00,2020-2021,La Liga
Igor Zubeldia,Real Sociedad,24,21,"1,959",21.8,1,0.05,2020-2021,La Liga
Martín Zubimendi,Real Sociedad,31,17,"1,882",20.9,0,0.00,2020-2021,La Liga
Martin Ødegaard,Real Madrid,7,3,234,2.6,0,0.00,2020-2021,La Liga
Luis Abram,Granada,8,6,560,6.2,0,0.00,2021-2022,La Liga
Marcos Acuña,Sevilla,31,26,"2,260",25.1,1,0.04,2021-2022,La Liga
Martin Agirregabiria,Alavés,24,17,"1,616",18.0,0,0.00,2021-2022,La Liga
Julen Agirrezabala,Athletic Club,4,4,360,4.0,0,0.00,2021-2022,La Liga
Sergio Agüero,Barcelona,4,2,151,1.7,1,0.60,2021-2022,La Liga
Álvaro Aguirre,Rayo Vallecano,1,0,9,0.1,0,0.00,2021-2022,La Liga
Joseph Aidoo,Celta Vigo,32,30,"2,637",29.3,0,0.00,2021-2022,La Liga
Carlos Akapo,Cádiz,25,21,"1,844",20.5,0,0.00,2021-2022,La Liga
Ilias Akhomach,Barcelona,2,2,124,1.4,0,0.00,2021-2022,La Liga
Paul Akouokou,Betis,8,6,516,5.7,0,0.00,2021-2022,La Liga
David Alaba,Real Madrid,30,30,"2,642",29.4,2,0.07,2021-2022,La Liga
Tomás Alarcón,Cádiz,23,16,"1,425",15.8,0,0.00,2021-2022,La Liga
Jordi Alba,Barcelona,30,30,"2,644",29.4,2,0.07,2021-2022,La Liga
Raúl Albiol,Villarreal,28,28,"2,465",27.4,0,0.00,2021-2022,La Liga
Paco Alcácer,Villarreal,18,10,787,8.7,1,0.11,2021-2022,La Liga
Rubén Alcaraz,Cádiz,14,12,"1,105",12.3,2,0.16,2021-2022,La Liga
Omar Alderete,Valencia,29,28,"2,403",26.7,2,0.07,2021-2022,La Liga
Iván Alejo,Cádiz,20,11,"1,065",11.8,2,0.17,2021-2022,La Liga
Carles Aleñá,Getafe,33,30,"2,320",25.8,1,0.04,2021-2022,La Liga
Hugo Álvarez,Celta Vigo,1,0,11,0.1,0,0.00,2021-2022,La Liga
Yeray Álvarez,Athletic Club,22,21,"1,860",20.7,0,0.00,2021-2022,La Liga
Dani Alves,Barcelona,14,13,"1,098",12.2,1,0.08,2021-2022,La Liga
Emmanuel Amankwaa Akurugu,Getafe,3,1,79,0.9,0,0.00,2021-2022,La Liga
Amath,Mallorca,19,9,884,9.8,0,0.00,2021-2022,La Liga
Florin Andone,Cádiz,5,1,176,2.0,0,0.00,2021-2022,La Liga
,,,,,,,,2021-2022,La Liga
José Ángel,Osasuna,23,12,"1,083",12.0,1,0.08,2021-2022,La Liga
Josep Antoni Gayá,Mallorca,1,1,58,0.6,0,0.00,2021-2022,La Liga
Mauro Arambarri,Getafe,31,31,"2,663",29.6,0,0.00,2021-2022,La Liga
Néstor Araujo,Celta Vigo,34,29,"2,617",29.1,0,0.00,2021-2022,La Liga
Ronald Araújo,Barcelona,30,25,"2,272",25.2,4,0.16,2021-2022,La Liga
Jesús Areso,Osasuna,3,2,188,2.1,0,0.00,2021-2022,La Liga
Matias Arezo,Granada,8,1,162,1.8,0,0.00,2021-2022,La Liga
Santiago Arias,Granada,12,4,440,4.9,1,0.20,2021-2022,La Liga
Santiago Arzamendia,Cádiz,14,5,469,5.2,1,0.19,2021-2022,La Liga
Sergio Asenjo,Villarreal,6,6,540,6.0,0,0.00,2021-2022,La Liga
Alejandro Asensio,Rayo Vallecano,2,0,12,0.1,0,0.00,2021-2022,La Liga
Marco Asensio,Real Madrid,31,19,"1,731",19.2,10,0.52,2021-2022,La Liga
Iago Aspas,Celta Vigo,37,36,"3,087",34.3,18,0.52,2021-2022,La Liga
Pierre-Emerick Aubameyang,Barcelona,17,13,"1,082",12.0,11,0.91,2021-2022,La Liga
Ludwig Augustinsson,Sevilla,19,9,793,8.8,0,0.00,2021-2022,La Liga
Serge Aurier,Villarreal,19,10,"1,010",11.2,0,0.00,2021-2022,La Liga
Ezequiel Ávila,Osasuna,36,22,"1,870",20.8,6,0.29,2021-2022,La Liga
Iddrisu Baba,Mallorca,26,23,"1,934",21.5,1,0.05,2021-2022,La Liga
Carlos Bacca,Granada,17,4,513,5.7,0,0.00,2021-2022,La Liga
Édgar Badía,Elche,24,24,"2,160",24.0,0,0.00,2021-2022,La Liga
Miguel Baeza,Celta Vigo,1,0,2,0.0,0,0.00,2021-2022,La Liga
Alejandro Balde,Barcelona,5,2,188,2.1,0,0.00,2021-2022,La Liga
Gareth Bale,Real Madrid,5,4,280,3.1,1,0.32,2021-2022,La Liga
Mikel Balenziaga,Athletic Club,26,23,"2,027",22.5,0,0.00,2021-2022,La Liga
Iván Balliu,Rayo Vallecano,35,35,"3,147",35.0,1,0.03,2021-2022,La Liga
,,,,,,,,2021-2022,La Liga
Barbero,Osasuna,6,0,21,0.2,0,0.00,2021-2022,La Liga
Barcia,Granada,1,1,75,0.8,0,0.00,2021-2022,La Liga
Enis Bardhi,Levante,30,17,"1,701",18.9,3,0.16,2021-2022,La Liga
Keidi Bare,Espanyol,25,18,"1,481",16.5,1,0.06,2021-2022,La Liga
Kike Barja,Osasuna,21,9,865,9.6,2,0.21,2021-2022,La Liga
Antonio Barragán,Elche,16,12,"1,020",11.3,0,0.00,2021-2022,La Liga
Ander Barrenetxea,Real Sociedad,11,6,547,6.1,1,0.16,2021-2022,La Liga
Marc Bartra,Betis,23,23,"1,993",22.1,1,0.05,2021-2022,La Liga
Álvaro Bastida,Cádiz,6,2,197,2.2,0,0.00,2021-2022,La Liga
Rodrigo Battaglia,Mallorca,26,12,"1,179",13.1,0,0.00,2021-2022,La Liga
Jon Bautista,Real Sociedad,1,0,45,0.5,0,0.00,2021-2022,La Liga
Bebé,Rayo Vallecano,29,6,867,9.6,1,0.10,2021-2022,La Liga
Héctor Bellerín,Betis,23,22,"1,979",22.0,0,0.00,2021-2022,La Liga
Fran Beltrán,Celta Vigo,37,31,"2,597",28.9,1,0.03,2021-2022,La Liga
Darío Benedetto,Elche,14,6,590,6.6,2,0.31,2021-2022,La Liga
Iker Benito,Osasuna,4,1,118,1.3,0,0.00,2021-2022,La Liga
Pedro Benito,Cádiz,1,0,31,0.3,0,0.00,2021-2022,La Liga
Karim Benzema,Real Madrid,32,31,"2,593",28.8,27,0.94,2021-2022,La Liga
Yuri Berchiche,Athletic Club,14,11,"1,015",11.3,1,0.09,2021-2022,La Liga
Álex Berenguer,Athletic Club,34,24,"2,168",24.1,3,0.12,2021-2022,La Liga
Pedro Bigas,Elche,19,19,"1,551",17.2,1,0.06,2021-2022,La Liga
Blanco,Real Madrid,1,0,31,0.3,0,0.00,2021-2022,La Liga
Yassine Bounou,Sevilla,31,31,"2,790",31.0,0,0.00,2021-2022,La Liga
Lucas Boyé,Elche,24,22,"1,713",19.0,7,0.37,2021-2022,La Liga
Martin Braithwaite,Barcelona,4,3,235,2.6,2,0.77,2021-2022,La Liga
,,,,,,,,2021-2022,La Liga
Darko Brašanac,Osasuna,35,27,"2,405",26.7,1,0.04,2021-2022,La Liga
Claudio Bravo,Betis,17,17,"1,456",16.2,0,0.00,2021-2022,La Liga
Yan Brice Eteki,Granada,12,2,343,3.8,0,0.00,2021-2022,La Liga
Bryan,Valencia,13,9,753,8.4,0,0.00,2021-2022,La Liga
Ante Budimir,Osasuna,28,20,"1,738",19.3,8,0.41,2021-2022,La Liga
Sergio Busquets,Barcelona,36,36,"3,198",35.5,2,0.06,2021-2022,La Liga
Adrián Butzke,Granada,1,0,1,0.0,0,0.00,2021-2022,La Liga
Erick Cabaco,Getafe,10,5,403,4.5,0,0.00,2021-2022,La Liga
Leandro Cabrera,Espanyol,37,37,"3,330",37.0,2,0.05,2021-2022,La Liga
Martín Cáceres,Levante,10,9,663,7.4,0,0.00,2021-2022,La Liga
Cala,Cádiz,14,10,947,10.5,0,0.00,2021-2022,La Liga
Calderón,Betis,1,0,65,0.7,0,0.00,2021-2022,La Liga
Fernando Calero,Espanyol,16,13,"1,090",12.1,0,0.00,2021-2022,La Liga
Víctor Camarasa,Betis,7,0,108,1.2,0,0.00,2021-2022,La Liga
Eduardo Camavinga,Real Madrid,26,13,"1,236",13.7,2,0.15,2021-2022,La Liga
José Campaña,Levante,20,16,"1,422",15.8,2,0.13,2021-2022,La Liga
Sergio Canales,Betis,34,33,"2,791",31.0,5,0.16,2021-2022,La Liga
Álex Cantero,Levante,25,4,610,6.8,0,0.00,2021-2022,La Liga
Ander Capa,Athletic Club,1,0,4,0.0,0,0.00,2021-2022,La Liga
Étienne Capoue,Villarreal,30,26,"2,290",25.4,1,0.04,2021-2022,La Liga
Isaac Carcelen,Cádiz,25,17,"1,544",17.2,0,0.00,2021-2022,La Liga
Cárdenas,Levante,24,24,"2,160",24.0,0,0.00,2021-2022,La Liga
Carlo,Villarreal,1,0,7,0.1,0,0.00,2021-2022,La Liga
Diego Carlos,Sevilla,34,34,"2,957",32.9,3,0.09,2021-2022,La Liga
Carmona,Sevilla,1,0,24,0.3,0,0.00,2021-2022,La Liga
,,,,,,,,2021-2022,La Liga
Yannick Carrasco,Atlético Madrid,34,28,"2,583",28.7,6,0.21,2021-2022,La Liga
Guido Carrillo,Elche,29,11,"1,168",13.0,2,0.15,2021-2022,La Liga
Dani Carvajal,Real Madrid,24,17,"1,551",17.2,1,0.06,2021-2022,La Liga
William Carvalho,Betis,33,20,"1,805",20.1,2,0.10,2021-2022,La Liga
Casemiro,Real Madrid,32,31,"2,569",28.5,1,0.04,2021-2022,La Liga
Kiko Casilla,Elche,14,14,"1,260",14.0,0,0.00,2021-2022,La Liga
Catena,Rayo Vallecano,36,36,"3,240",36.0,2,0.06,2021-2022,La Liga
Dani Ceballos,Real Madrid,11,2,276,3.1,0,0.00,2021-2022,La Liga
Franco Cervi,Celta Vigo,33,21,"1,801",20.0,4,0.20,2021-2022,La Liga
Chapela,Cádiz,9,4,398,4.4,0,0.00,2021-2022,La Liga
Chema,Getafe,1,1,45,0.5,0,0.00,2021-2022,La Liga
Denis Cheryshev,Valencia,17,5,563,6.3,0,0.00,2021-2022,La Liga
Samuel Chukwueze,Villarreal,27,12,"1,333",14.8,3,0.20,2021-2022,La Liga
Víctor Chust,Cádiz,25,20,"1,830",20.3,0,0.00,2021-2022,La Liga
Jasper Cillessen,Valencia,17,17,"1,457",16.2,0,0.00,2021-2022,La Liga
Pathé Ciss,Rayo Vallecano,31,11,"1,097",12.2,2,0.16,2021-2022,La Liga
Carlos Clerc,Levante,19,18,"1,514",16.8,0,0.00,2021-2022,La Liga
Coke,Levante,6,1,118,1.3,1,0.76,2021-2022,La Liga
Álex Collado,Granada,17,13,"1,020",11.3,2,0.18,2021-2022,La Liga
Eray Cömert,Valencia,8,5,408,4.5,0,0.00,2021-2022,La Liga
Santi Comesaña,Rayo Vallecano,35,32,"2,682",29.8,1,0.03,2021-2022,La Liga
Diego Conde,Getafe,1,0,6,0.1,0,0.00,2021-2022,La Liga
Francis Coquelin,Villarreal,20,8,830,9.2,2,0.22,2021-2022,La Liga
Jesús Corona,Sevilla,18,12,"1,157",12.9,2,0.16,2021-2022,La Liga
Ángel Correa,Atlético Madrid,36,21,"1,856",20.6,12,0.58,2021-2022,La Liga
,,,,,,,,2021-2022,La Liga
Thierry Correia,Valencia,19,18,"1,414",15.7,0,0.00,2021-2022,La Liga
Hélder Costa,Valencia,22,13,"1,118",12.4,0,0.00,2021-2022,La Liga
Jaume Costa,Mallorca,25,21,"1,828",20.3,0,0.00,2021-2022,La Liga
Thibaut Courtois,Real Madrid,36,36,"3,240",36.0,0,0.00,2021-2022,La Liga
Philippe Coutinho,Barcelona,12,5,503,5.6,2,0.36,2021-2022,La Liga
Cristo,Real Sociedad,1,0,17,0.2,0,0.00,2021-2022,La Liga
Juan Cruz Armada,Osasuna,23,22,"1,934",21.5,0,0.00,2021-2022,La Liga
Marc Cucurella,Getafe,1,0,23,0.3,0,0.00,2021-2022,La Liga
Jorge Cuenca,Getafe,32,31,"2,683",29.8,1,0.03,2021-2022,La Liga
Matheus Cunha,Atlético Madrid,29,8,"1,063",11.8,6,0.51,2021-2022,La Liga
Arnaut Danjuma,Villarreal,23,17,"1,472",16.4,10,0.61,2021-2022,La Liga
Sergi Darder,Espanyol,36,36,"3,125",34.7,3,0.09,2021-2022,La Liga
Rodrigo De Paul,Atlético Madrid,36,24,"2,151",23.9,3,0.13,2021-2022,La Liga
Thomas Delaney,Sevilla,26,15,"1,549",17.2,2,0.12,2021-2022,La Liga
Ousmane Dembélé,Barcelona,21,15,"1,409",15.7,1,0.06,2021-2022,La Liga
Yusuf Demir,Barcelona,6,2,192,2.1,0,0.00,2021-2022,La Liga
Sergiño Dest,Barcelona,21,17,"1,512",16.8,0,0.00,2021-2022,La Liga
Boulaye Dia,Villarreal,25,13,"1,269",14.1,5,0.35,2021-2022,La Liga
Mouctar Diakhaby,Valencia,29,21,"1,948",21.6,0,0.00,2021-2022,La Liga
Javier Díaz,Sevilla,1,1,90,1.0,0,0.00,2021-2022,La Liga
Víctor Díaz,Granada,22,18,"1,500",16.7,1,0.06,2021-2022,La Liga
Landry Dimata,Espanyol,17,4,541,6.0,0,0.00,2021-2022,La Liga
Stole Dimitrievski,Rayo Vallecano,31,30,"2,772",30.8,0,0.00,2021-2022,La Liga
Matías Dituro,Celta Vigo,38,38,"3,420",38.0,0,0.00,2021-2022,La Liga
Djené,Getafe,35,35,"3,115",34.6,0,0.00,2021-2022,La Liga
,,,,,,,,2021-2022,La Liga
Naïs Djouahra,Real Sociedad,7,1,219,2.4,0,0.00,2021-2022,La Liga
Marko Dmitrović,Sevilla,6,6,540,6.0,0,0.00,2021-2022,La Liga
Jaume Doménech,Valencia,4,3,343,3.8,0,0.00,2021-2022,La Liga
Carlos Dominguez,Celta Vigo,8,3,344,3.8,0,0.00,2021-2022,La Liga
Mario Dominguez,Valencia,2,0,25,0.3,0,0.00,2021-2022,La Liga
John Donald,Elche,2,2,180,2.0,0,0.00,2021-2022,La Liga
Domingos Duarte,Granada,21,19,"1,687",18.7,1,0.05,2021-2022,La Liga
Óscar Duarte,Levante,23,20,"1,773",19.7,2,0.10,2021-2022,La Liga
Rubén Duarte,Alavés,34,31,"2,621",29.1,0,0.00,2021-2022,La Liga
Unai Dufur,Osasuna,1,1,90,1.0,0,0.00,2021-2022,La Liga
Hugo Duro,Getafe,1,0,12,0.1,0,0.00,2021-2022,La Liga
Hugo Duro,Valencia,30,22,"1,834",20.4,7,0.34,2021-2022,La Liga
Aritz Elustondo,Real Sociedad,30,22,"2,105",23.4,4,0.17,2021-2022,La Liga
Adri Embarba,Espanyol,32,24,"1,986",22.1,0,0.00,2021-2022,La Liga
Emerson,Barcelona,3,1,91,1.0,0,0.00,2021-2022,La Liga
Youssef En-Nesyri,Sevilla,23,15,"1,277",14.2,5,0.35,2021-2022,La Liga
Gonzalo Escalante,Alavés,17,15,"1,300",14.4,5,0.35,2021-2022,La Liga
Aarón Escandell,Granada,4,3,284,3.2,0,0.00,2021-2022,La Liga
Sergio Escudero,Granada,27,15,"1,434",15.9,2,0.13,2021-2022,La Liga
Alfonso Espino,Cádiz,37,37,"3,329",37.0,2,0.05,2021-2022,La Liga
Estanis,Barcelona,1,0,11,0.1,0,0.00,2021-2022,La Liga
Pervis Estupiñán,Villarreal,28,17,"1,575",17.5,0,0.00,2021-2022,La Liga
Abdessamad Ezzalzouli,Barcelona,10,6,580,6.4,1,0.16,2021-2022,La Liga
Radamel Falcao,Rayo Vallecano,22,8,838,9.3,6,0.64,2021-2022,La Liga
Fali,Cádiz,28,23,"1,803",20.0,0,0.00,2021-2022,La Liga
,,,,,,,,2021-2022,La Liga
Omar Faraj,Levante,1,0,4,0.0,0,0.00,2021-2022,La Liga
Ansu Fati,Barcelona,10,3,336,3.7,4,1.07,2021-2022,La Liga
Aleix Febas,Mallorca,4,1,117,1.3,0,0.00,2021-2022,La Liga
Nabil Fekir,Betis,34,33,"2,794",31.0,6,0.19,2021-2022,La Liga
Felipe,Atlético Madrid,26,15,"1,504",16.7,2,0.12,2021-2022,La Liga
João Félix,Atlético Madrid,24,13,"1,263",14.0,8,0.57,2021-2022,La Liga
Aitor Fernández,Levante,13,13,"1,166",13.0,0,0.00,2021-2022,La Liga
Álex Fernández,Cádiz,32,22,"2,051",22.8,3,0.13,2021-2022,La Liga
Fernando,Sevilla,24,21,"1,850",20.6,1,0.05,2021-2022,La Liga
Fidel,Elche,33,29,"2,261",25.1,5,0.20,2021-2022,La Liga
José Fontán,Celta Vigo,9,3,276,3.1,0,0.00,2021-2022,La Liga
Dimitri Foulquier,Granada,2,2,180,2.0,0,0.00,2021-2022,La Liga
Dimitri Foulquier,Valencia,29,25,"2,342",26.0,0,0.00,2021-2022,La Liga
Juan Foyth,Villarreal,25,22,"1,924",21.4,1,0.05,2021-2022,La Liga
Enric Franquesa,Levante,16,6,625,6.9,0,0.00,2021-2022,La Liga
Jorge de Frutos,Levante,25,20,"1,760",19.6,4,0.20,2021-2022,La Liga
Javi Galán,Celta Vigo,37,37,"3,298",36.6,0,0.00,2021-2022,La Liga
Iñigo Ruiz de Galarreta,Mallorca,22,17,"1,378",15.3,0,0.00,2021-2022,La Liga
Thiago Galhardo,Celta Vigo,31,9,"1,148",12.8,2,0.16,2021-2022,La Liga
Álvaro García,Rayo Vallecano,36,34,"2,998",33.3,7,0.21,2021-2022,La Liga
Dani García,Athletic Club,32,27,"2,177",24.2,0,0.00,2021-2022,La Liga
David García,Osasuna,35,35,"3,105",34.5,4,0.12,2021-2022,La Liga
Eric García,Barcelona,26,23,"2,039",22.7,0,0.00,2021-2022,La Liga
Francisco Garcia,Rayo Vallecano,34,34,"3,025",33.6,1,0.03,2021-2022,La Liga
Joan García,Espanyol,2,1,108,1.2,0,0.00,2021-2022,La Liga
,,,,,,,,2021-2022,La Liga
Manu García,Alavés,24,10,"1,077",12.0,0,0.00,2021-2022,La Liga
Raúl García,Athletic Club,35,24,"1,802",20.0,6,0.30,2021-2022,La Liga
Rubén García,Osasuna,37,30,"2,375",26.4,1,0.04,2021-2022,La Liga
Saúl García,Alavés,1,0,4,0.0,0,0.00,2021-2022,La Liga
Unai García,Osasuna,18,15,"1,408",15.6,0,0.00,2021-2022,La Liga
Mario Gaspar,Villarreal,12,7,623,6.9,0,0.00,2021-2022,La Liga
Gavi,Barcelona,34,28,"2,316",25.7,2,0.08,2021-2022,La Liga
Óscar Gil,Espanyol,22,20,"1,688",18.8,0,0.00,2021-2022,La Liga
