Player,Squad,MP,Starts,Min,90s,Goals,Goals,Seasons,League
Callum Slattery,Southampton,3,1,112,1.2,0,0.00,2018-2019,EPL
Chris Smalling,Manchester Utd,24,24,"2,127",23.6,1,0.04,2018-2019,EPL
Adam Smith,Bournemouth,25,25,"2,066",23.0,1,0.04,2018-2019,EPL
Tommy Smith,Huddersfield,15,13,"1,141",12.7,0,0.00,2018-2019,EPL
Robert Snodgrass,West Ham,33,25,"2,220",24.7,2,0.08,2018-2019,EPL
Cédric Soares,Southampton,18,16,"1,495",16.6,1,0.06,2018-2019,EPL
Ramadan Sobhi,Huddersfield,4,0,79,0.9,0,0.00,2018-2019,EPL
Dominic Solanke,Bournemouth,10,2,347,3.9,0,0.00,2018-2019,EPL
Pape Souaré,Crystal Palace,1,0,1,0.0,0,0.00,2018-2019,EPL
Çağlar Söyüncü,Leicester City,6,4,372,4.1,0,0.00,2018-2019,EPL
Julián Speroni,Crystal Palace,1,1,90,1.0,0,0.00,2018-2019,EPL
Junior Stanislas,Bournemouth,23,11,"1,031",11.5,2,0.17,2018-2019,EPL
Dale Stephens,Brighton,30,29,"2,485",27.6,1,0.04,2018-2019,EPL
Jack Stephens,Southampton,24,19,"1,700",18.9,1,0.05,2018-2019,EPL
Raheem Sterling,Manchester City,34,31,"2,771",30.8,17,0.55,2018-2019,EPL
John Stones,Manchester City,24,20,"1,764",19.6,0,0.00,2018-2019,EPL
Daniel Sturridge,Liverpool,18,4,509,5.7,2,0.35,2018-2019,EPL
Denis Suárez,Arsenal,4,0,71,0.8,0,0.00,2018-2019,EPL
Isaac Success,Watford,30,9,"1,052",11.7,1,0.09,2018-2019,EPL
Ki Sung-yueng,Newcastle Utd,18,14,"1,302",14.5,0,0.00,2018-2019,EPL
,,,,,,,,2018-2019,EPL
Andrew Surman,Bournemouth,18,16,"1,439",16.0,0,0.00,2018-2019,EPL
Sam Surridge,Bournemouth,2,0,13,0.1,0,0.00,2018-2019,EPL
Alexander Sørloth,Crystal Palace,12,0,185,2.1,0,0.00,2018-2019,EPL
Matt Targett,Southampton,16,13,"1,186",13.2,1,0.08,2018-2019,EPL
James Tarkowski,Burnley,35,35,"3,086",34.3,3,0.09,2018-2019,EPL
Charlie Taylor,Burnley,38,35,"3,243",36.0,0,0.00,2018-2019,EPL
Youri Tielemans,Leicester City,13,13,"1,086",12.1,3,0.25,2018-2019,EPL
James Tomkins,Crystal Palace,29,29,"2,560",28.4,1,0.04,2018-2019,EPL
Lucas Torreira,Arsenal,34,24,"2,382",26.5,2,0.08,2018-2019,EPL
Cenk Tosun,Everton,25,10,"1,059",11.8,3,0.25,2018-2019,EPL
Andros Townsend,Crystal Palace,38,34,"3,009",33.4,6,0.18,2018-2019,EPL
Adama Traoré,Wolves,29,8,902,10.0,1,0.10,2018-2019,EPL
Mark Travers,Bournemouth,2,2,180,2.0,0,0.00,2018-2019,EPL
Kieran Trippier,Tottenham,27,26,"2,276",25.3,1,0.04,2018-2019,EPL
Antonio Valencia,Manchester Utd,6,5,466,5.2,0,0.00,2018-2019,EPL
Yan Valery,Southampton,23,20,"1,712",19.0,2,0.11,2018-2019,EPL
Virgil van Dijk,Liverpool,38,38,"3,384",37.6,4,0.11,2018-2019,EPL
Jamie Vardy,Leicester City,34,30,"2,726",30.3,18,0.59,2018-2019,EPL
Jan Vertonghen,Tottenham,22,22,"1,911",21.2,1,0.05,2018-2019,EPL
Jannik Vestergaard,Southampton,23,23,"2,027",22.5,0,0.00,2018-2019,EPL
Luciano Vietto,Fulham,20,10,986,11.0,1,0.09,2018-2019,EPL
Rúben Vinagre,Wolves,17,7,710,7.9,0,0.00,2018-2019,EPL
Sam Vokes,Burnley,20,10,915,10.2,3,0.30,2018-2019,EPL
Michel Vorm,Tottenham,2,2,180,2.0,0,0.00,2018-2019,EPL
Matěj Vydra,Burnley,13,3,318,3.5,1,0.28,2018-2019,EPL
,,,,,,,,2018-2019,EPL
Theo Walcott,Everton,37,24,"2,119",23.5,5,0.21,2018-2019,EPL
Kyle Walker,Manchester City,33,30,"2,779",30.9,1,0.03,2018-2019,EPL
Kyle Walker-Peters,Tottenham,6,4,376,4.2,0,0.00,2018-2019,EPL
Aaron Wan-Bissaka,Crystal Palace,35,35,"3,134",34.8,0,0.00,2018-2019,EPL
Victor Wanyama,Tottenham,13,4,516,5.7,1,0.17,2018-2019,EPL
Danny Ward,Cardiff City,14,4,445,4.9,1,0.20,2018-2019,EPL
Joel Ward,Crystal Palace,7,6,552,6.1,1,0.16,2018-2019,EPL
Stephen Ward,Burnley,3,3,228,2.5,0,0.00,2018-2019,EPL
James Ward-Prowse,Southampton,26,21,"1,945",21.6,7,0.32,2018-2019,EPL
Danny Welbeck,Arsenal,8,1,153,1.7,1,0.59,2018-2019,EPL
Ashley Westwood,Burnley,34,31,"2,824",31.4,2,0.06,2018-2019,EPL
Connor Wickham,Crystal Palace,6,0,67,0.7,0,0.00,2018-2019,EPL
Georginio Wijnaldum,Liverpool,35,32,"2,725",30.3,3,0.10,2018-2019,EPL
Danny Williams,Huddersfield,5,1,96,1.1,0,0.00,2018-2019,EPL
Willian,Chelsea,32,26,"2,097",23.3,3,0.13,2018-2019,EPL
Joe Willock,Arsenal,2,1,64,0.7,0,0.00,2018-2019,EPL
Ben Wilmot,Watford,2,0,28,0.3,0,0.00,2018-2019,EPL
Jack Wilshere,West Ham,8,4,392,4.4,0,0.00,2018-2019,EPL
Callum Wilson,Bournemouth,30,29,"2,528",28.1,14,0.50,2018-2019,EPL
Harry Winks,Tottenham,26,17,"1,597",17.7,1,0.06,2018-2019,EPL
Chris Wood,Burnley,38,29,"2,588",28.8,10,0.35,2018-2019,EPL
Granit Xhaka,Arsenal,29,29,"2,498",27.8,4,0.14,2018-2019,EPL
Andriy Yarmolenko,West Ham,9,5,459,5.1,2,0.39,2018-2019,EPL
DeAndre Yedlin,Newcastle Utd,29,28,"2,473",27.5,1,0.04,2018-2019,EPL
Maya Yoshida,Southampton,17,17,"1,518",16.9,0,0.00,2018-2019,EPL
,,,,,,,,2018-2019,EPL
Ashley Young,Manchester Utd,30,28,"2,569",28.5,2,0.07,2018-2019,EPL
Pablo Zabaleta,West Ham,26,23,"2,092",23.2,0,0.00,2018-2019,EPL
Wilfried Zaha,Crystal Palace,34,34,"3,036",33.7,10,0.30,2018-2019,EPL
Andre-Frank Zambo Anguissa,Fulham,22,16,"1,517",16.9,0,0.00,2018-2019,EPL
Davide Zappacosta,Chelsea,4,1,128,1.4,0,0.00,2018-2019,EPL
Oleksandr Zinchenko,Manchester City,14,14,"1,151",12.8,0,0.00,2018-2019,EPL
Kenneth Zohore,Cardiff City,19,7,753,8.4,1,0.12,2018-2019,EPL
Kurt Zouma,Everton,32,29,"2,612",29.0,2,0.07,2018-2019,EPL
Patrick van Aanholt,Crystal Palace,29,29,"2,507",27.9,3,0.11,2019-2020,EPL
Max Aarons,Norwich City,36,36,"3,240",36.0,0,0.00,2019-2020,EPL
Tammy Abraham,Chelsea,34,25,"2,215",24.6,15,0.61,2019-2020,EPL
Che Adams,Southampton,30,12,"1,111",12.3,4,0.32,2019-2020,EPL
Adrián,Liverpool,11,9,875,9.7,0,0.00,2019-2020,EPL
Sergio Agüero,Manchester City,24,18,"1,452",16.1,16,0.99,2019-2020,EPL
Albian Ajeti,West Ham,9,0,139,1.5,0,0.00,2019-2020,EPL
Nathan Aké,Bournemouth,29,29,"2,503",27.8,2,0.07,2019-2020,EPL
Marc Albrighton,Leicester City,20,9,867,9.6,0,0.00,2019-2020,EPL
Toby Alderweireld,Tottenham,33,33,"2,957",32.9,2,0.06,2019-2020,EPL
Trent Alexander-Arnold,Liverpool,38,35,"3,175",35.3,4,0.11,2019-2020,EPL
Alisson,Liverpool,29,29,"2,543",28.3,0,0.00,2019-2020,EPL
Dele Alli,Tottenham,25,21,"1,847",20.5,8,0.39,2019-2020,EPL
Miguel Almirón,Newcastle Utd,36,35,"3,021",33.6,4,0.12,2019-2020,EPL
Marcos Alonso,Chelsea,18,15,"1,430",15.9,4,0.25,2019-2020,EPL
Steven Alzate,Brighton,19,12,"1,188",13.2,0,0.00,2019-2020,EPL
Ibrahim Amadou,Norwich City,11,8,759,8.4,0,0.00,2019-2020,EPL
Felipe Anderson,West Ham,25,20,"1,497",16.6,1,0.06,2019-2020,EPL
Florin Andone,Brighton,3,1,73,0.8,1,1.23,2019-2020,EPL
Angeliño,Manchester City,6,4,423,4.7,0,0.00,2019-2020,EPL
Faustino Anjorin,Chelsea,1,0,20,0.2,0,0.00,2019-2020,EPL
Michail Antonio,West Ham,24,19,"1,768",19.6,10,0.51,2019-2020,EPL
Stuart Armstrong,Southampton,30,19,"1,715",19.1,5,0.26,2019-2020,EPL
Kepa Arrizabalaga,Chelsea,33,33,"2,970",33.0,0,0.00,2019-2020,EPL
Christian Atsu,Newcastle Utd,19,6,749,8.3,0,0.00,2019-2020,EPL
,,,,,,,,2019-2020,EPL
Pierre-Emerick Aubameyang,Arsenal,36,35,"3,136",34.8,22,0.63,2019-2020,EPL
Serge Aurier,Tottenham,33,31,"2,700",30.0,1,0.03,2019-2020,EPL
Jordan Ayew,Crystal Palace,37,37,"3,148",35.0,9,0.26,2019-2020,EPL
César Azpilicueta,Chelsea,36,36,"3,229",35.9,2,0.06,2019-2020,EPL
Eric Bailly,Manchester Utd,4,1,150,1.7,0,0.00,2019-2020,EPL
Leighton Baines,Everton,8,4,404,4.5,0,0.00,2019-2020,EPL
Fabián Balbuena,West Ham,17,13,"1,177",13.1,1,0.08,2019-2020,EPL
George Baldock,Sheffield Utd,38,38,"3,420",38.0,2,0.05,2019-2020,EPL
Phil Bardsley,Burnley,21,21,"1,890",21.0,0,0.00,2019-2020,EPL
Ross Barkley,Chelsea,21,13,"1,103",12.3,1,0.08,2019-2020,EPL
Ashley Barnes,Burnley,19,17,"1,352",15.0,6,0.40,2019-2020,EPL
Harvey Barnes,Leicester City,36,24,"2,083",23.1,6,0.26,2019-2020,EPL
Chris Basham,Sheffield Utd,38,38,"3,242",36.0,0,0.00,2019-2020,EPL
Borja Bastón,Aston Villa,2,0,18,0.2,0,0.00,2019-2020,EPL
Michy Batshuayi,Chelsea,16,1,239,2.7,1,0.38,2019-2020,EPL
Jan Bednarek,Southampton,34,34,"3,057",34.0,1,0.03,2019-2020,EPL
Héctor Bellerín,Arsenal,15,13,"1,158",12.9,1,0.08,2019-2020,EPL
Ryan Bennett,Wolves,11,7,606,6.7,0,0.00,2019-2020,EPL
Ryan Bennett,Leicester City,5,3,331,3.7,0,0.00,2019-2020,EPL
Nabil Bentaleb,Newcastle Utd,12,8,751,8.3,0,0.00,2019-2020,EPL
Christian Benteke,Crystal Palace,24,13,"1,261",14.0,2,0.14,2019-2020,EPL
Jóhann Berg Guðmundsson,Burnley,12,6,621,6.9,1,0.14,2019-2020,EPL
Sander Berge,Sheffield Utd,14,12,943,10.5,1,0.10,2019-2020,EPL
Steven Bergwijn,Tottenham,14,8,704,7.8,3,0.38,2019-2020,EPL
Bernard,Everton,27,15,"1,280",14.2,3,0.21,2019-2020,EPL
,,,,,,,,2019-2020,EPL
Bernardo,Brighton,14,7,679,7.5,0,0.00,2019-2020,EPL
Ryan Bertrand,Southampton,32,31,"2,742",30.5,1,0.03,2019-2020,EPL
Muhamed Bešić,Sheffield Utd,9,2,250,2.8,0,0.00,2019-2020,EPL
Philip Billing,Bournemouth,34,29,"2,530",28.1,1,0.04,2019-2020,EPL
Yves Bissouma,Brighton,22,15,"1,259",14.0,1,0.07,2019-2020,EPL
Willy Boly,Wolves,22,22,"1,979",22.0,0,0.00,2019-2020,EPL
Gaëtan Bong,Brighton,4,0,59,0.7,0,0.00,2019-2020,EPL
Sofiane Boufal,Southampton,20,8,764,8.5,0,0.00,2019-2020,EPL
Jarrod Bowen,West Ham,13,11,917,10.2,1,0.10,2019-2020,EPL
Robbie Brady,Burnley,17,5,454,5.0,1,0.20,2019-2020,EPL
Jarrad Branthwaite,Everton,4,2,300,3.3,0,0.00,2019-2020,EPL
Claudio Bravo,Manchester City,4,3,347,3.9,0,0.00,2019-2020,EPL
Armando Broja,Chelsea,1,0,5,0.1,0,0.00,2019-2020,EPL
David Brooks,Bournemouth,9,8,506,5.6,1,0.18,2019-2020,EPL
Josh Brownhill,Burnley,10,9,805,8.9,0,0.00,2019-2020,EPL
Emi Buendía,Norwich City,36,28,"2,464",27.4,1,0.04,2019-2020,EPL
Dan Burn,Brighton,34,33,"2,880",32.0,0,0.00,2019-2020,EPL
Sam Byram,Norwich City,17,15,"1,293",14.4,0,0.00,2019-2020,EPL
Willy Caballero,Chelsea,5,5,450,5.0,0,0.00,2019-2020,EPL
Gary Cahill,Crystal Palace,25,25,"2,167",24.1,0,0.00,2019-2020,EPL
Dominic Calvert-Lewin,Everton,36,30,"2,626",29.2,13,0.45,2019-2020,EPL
Víctor Camarasa,Crystal Palace,1,0,6,0.1,0,0.00,2019-2020,EPL
João Cancelo,Manchester City,17,13,"1,208",13.4,0,0.00,2019-2020,EPL
Todd Cantwell,Norwich City,37,30,"2,489",27.7,6,0.22,2019-2020,EPL
Étienne Capoue,Watford,30,30,"2,627",29.2,0,0.00,2019-2020,EPL
,,,,,,,,2019-2020,EPL
Andy Carroll,Newcastle Utd,19,4,632,7.0,0,0.00,2019-2020,EPL
Jonny Castro,Wolves,35,33,"2,887",32.1,2,0.06,2019-2020,EPL
Craig Cathcart,Watford,29,28,"2,488",27.6,0,0.00,2019-2020,EPL
Dani Ceballos,Arsenal,24,18,"1,692",18.8,0,0.00,2019-2020,EPL
Nathaniel Chalobah,Watford,22,10,930,10.3,0,0.00,2019-2020,EPL
Calum Chambers,Arsenal,14,13,"1,102",12.2,1,0.08,2019-2020,EPL
Ben Chilwell,Leicester City,27,27,"2,373",26.4,3,0.11,2019-2020,EPL
Tahith Chong,Manchester Utd,3,0,37,0.4,0,0.00,2019-2020,EPL
Hamza Choudhury,Leicester City,20,10,893,9.9,1,0.10,2019-2020,EPL
Andreas Christensen,Chelsea,21,21,"1,751",19.5,0,0.00,2019-2020,EPL
Ciaran Clark,Newcastle Utd,14,14,"1,186",13.2,2,0.15,2019-2020,EPL
Leon Clarke,Sheffield Utd,2,0,35,0.4,0,0.00,2019-2020,EPL
Tom Cleverley,Watford,18,11,971,10.8,1,0.09,2019-2020,EPL
Conor Coady,Wolves,38,38,"3,420",38.0,0,0.00,2019-2020,EPL
Séamus Coleman,Everton,27,21,"1,839",20.4,0,0.00,2019-2020,EPL
Aaron Connolly,Brighton,24,14,"1,258",14.0,3,0.21,2019-2020,EPL
Lewis Cook,Bournemouth,27,14,"1,352",15.0,0,0.00,2019-2020,EPL
Steve Cook,Bournemouth,29,28,"2,428",27.0,1,0.04,2019-2020,EPL
Jack Cork,Burnley,30,30,"2,613",29.0,0,0.00,2019-2020,EPL
Aaron Cresswell,West Ham,31,31,"2,727",30.3,3,0.10,2019-2020,EPL
Patrick Cutrone,Wolves,12,3,297,3.3,2,0.61,2019-2020,EPL
Diogo Dalot,Manchester Utd,4,1,67,0.7,0,0.00,2019-2020,EPL
Charlie Daniels,Bournemouth,2,2,126,1.4,0,0.00,2019-2020,EPL
Arnaut Danjuma,Bournemouth,14,6,630,7.0,0,0.00,2019-2020,EPL
Scott Dann,Crystal Palace,16,14,"1,266",14.1,0,0.00,2019-2020,EPL
,,,,,,,,2019-2020,EPL
Kevin Danso,Southampton,6,3,277,3.1,0,0.00,2019-2020,EPL
Ben Davies,Tottenham,18,16,"1,431",15.9,0,0.00,2019-2020,EPL
Tom Davies,Everton,30,23,"2,027",22.5,1,0.04,2019-2020,EPL
Keinan Davis,Aston Villa,18,4,548,6.1,0,0.00,2019-2020,EPL
Craig Dawson,Watford,29,26,"2,361",26.2,2,0.08,2019-2020,EPL
Kevin De Bruyne,Manchester City,35,32,"2,791",31.0,13,0.42,2019-2020,EPL
Troy Deeney,Watford,27,26,"2,225",24.7,10,0.40,2019-2020,EPL
Fabian Delph,Everton,16,13,"1,190",13.2,0,0.00,2019-2020,EPL
Leander Dendoncker,Wolves,38,32,"2,795",31.1,4,0.13,2019-2020,EPL
Gerard Deulofeu,Watford,28,25,"2,098",23.3,4,0.17,2019-2020,EPL
Eric Dier,Tottenham,19,15,"1,344",14.9,0,0.00,2019-2020,EPL
Lucas Digne,Everton,35,35,"3,030",33.7,0,0.00,2019-2020,EPL
Issa Diop,West Ham,32,31,"2,766",30.7,3,0.10,2019-2020,EPL
Moussa Djenepo,Southampton,18,10,928,10.3,2,0.19,2019-2020,EPL
Matt Doherty,Wolves,36,32,"2,839",31.5,4,0.13,2019-2020,EPL
Abdoulaye Doucouré,Watford,37,36,"3,156",35.1,4,0.11,2019-2020,EPL
Thomas Doyle,Manchester City,1,0,16,0.2,0,0.00,2019-2020,EPL
Danny Drinkwater,Aston Villa,4,4,259,2.9,0,0.00,2019-2020,EPL
Danny Drinkwater,Burnley,1,1,58,0.6,0,0.00,2019-2020,EPL
Josip Drmić,Norwich City,21,5,647,7.2,1,0.14,2019-2020,EPL
Martin Dúbravka,Newcastle Utd,38,38,"3,420",38.0,0,0.00,2019-2020,EPL
Ondrej Duda,Norwich City,10,9,724,8.0,0,0.00,2019-2020,EPL
Shane Duffy,Brighton,19,12,"1,238",13.8,1,0.07,2019-2020,EPL
Paul Dummett,Newcastle Utd,16,14,"1,228",13.6,0,0.00,2019-2020,EPL
Lewis Dunk,Brighton,36,36,"3,230",35.9,3,0.08,2019-2020,EPL
,,,,,,,,2019-2020,EPL
Ederson,Manchester City,35,35,"3,071",34.1,0,0.00,2019-2020,EPL
John Egan,Sheffield Utd,36,36,"3,187",35.4,2,0.06,2019-2020,EPL
Harvey Elliott,Liverpool,2,0,8,0.1,0,0.00,2019-2020,EPL
Ahmed Elmohamady,Aston Villa,18,11,"1,031",11.5,1,0.09,2019-2020,EPL
Björn Engels,Aston Villa,17,15,"1,447",16.1,1,0.06,2019-2020,EPL
Christian Eriksen,Tottenham,20,10,"1,097",12.2,2,0.16,2019-2020,EPL
Jonny Evans,Leicester City,38,38,"3,383",37.6,1,0.03,2019-2020,EPL
Łukasz Fabiański,West Ham,25,25,"2,117",23.5,0,0.00,2019-2020,EPL
Fabinho,Liverpool,28,22,"2,079",23.1,2,0.09,2019-2020,EPL
Ralf Fährmann,Norwich City,1,1,21,0.2,0,0.00,2019-2020,EPL
Akin Famewo,Norwich City,1,0,1,0.0,0,0.00,2019-2020,EPL
Kiko Femenía,Watford,28,26,"2,237",24.9,0,0.00,2019-2020,EPL
Bruno Fernandes,Manchester Utd,14,14,"1,186",13.2,8,0.61,2019-2020,EPL
Gedson Fernandes,Tottenham,7,0,68,0.8,0,0.00,2019-2020,EPL
Federico Fernández,Newcastle Utd,32,29,"2,620",29.1,2,0.07,2019-2020,EPL
Fernandinho,Manchester City,30,26,"2,397",26.6,0,0.00,2019-2020,EPL
Roberto Firmino,Liverpool,38,34,"2,988",33.2,9,0.27,2019-2020,EPL
John Fleck,Sheffield Utd,30,28,"2,516",28.0,5,0.18,2019-2020,EPL
Phil Foden,Manchester City,23,9,901,10.0,5,0.50,2019-2020,EPL
Pablo Fornals,West Ham,36,24,"2,172",24.1,2,0.08,2019-2020,EPL
Ben Foster,Watford,38,38,"3,420",38.0,0,0.00,2019-2020,EPL
Timothy Fosu-Mensah,Manchester Utd,3,2,136,1.5,0,0.00,2019-2020,EPL
Dimitri Foulquier,Watford,3,1,59,0.7,0,0.00,2019-2020,EPL
Juan Foyth,Tottenham,4,1,68,0.8,0,0.00,2019-2020,EPL
Simon Francis,Bournemouth,15,10,969,10.8,0,0.00,2019-2020,EPL
,,,,,,,,2019-2020,EPL
Ryan Fraser,Bournemouth,28,21,"2,067",23.0,1,0.04,2019-2020,EPL
Fred,Manchester Utd,29,23,"2,163",24.0,0,0.00,2019-2020,EPL
Ryan Fredericks,West Ham,27,25,"2,237",24.9,0,0.00,2019-2020,EPL
Kieron Freeman,Sheffield Utd,2,0,7,0.1,0,0.00,2019-2020,EPL
Luke Freeman,Sheffield Utd,11,3,366,4.1,0,0.00,2019-2020,EPL
Christian Fuchs,Leicester City,11,8,772,8.6,0,0.00,2019-2020,EPL
Eric García,Manchester City,13,8,793,8.8,0,0.00,2019-2020,EPL
James Garner,Manchester Utd,1,0,9,0.1,0,0.00,2019-2020,EPL
Dwight Gayle,Newcastle Utd,20,10,850,9.4,4,0.42,2019-2020,EPL
Paulo Gazzaniga,Tottenham,18,17,"1,613",17.9,0,0.00,2019-2020,EPL
Jean-Philippe Gbamin,Everton,2,1,136,1.5,0,0.00,2019-2020,EPL
David de Gea,Manchester Utd,38,38,"3,420",38.0,0,0.00,2019-2020,EPL
Anwar El Ghazi,Aston Villa,34,26,"2,051",22.8,4,0.18,2019-2020,EPL
Morgan Gibbs-White,Wolves,7,1,129,1.4,0,0.00,2019-2020,EPL
Billy Gilmour,Chelsea,6,2,194,2.2,0,0.00,2019-2020,EPL
Olivier Giroud,Chelsea,18,12,993,11.0,8,0.73,2019-2020,EPL
Ben Godfrey,Norwich City,30,30,"2,644",29.4,0,0.00,2019-2020,EPL
André Gomes,Everton,19,17,"1,458",16.2,0,0.00,2019-2020,EPL
Angel Gomes,Manchester Utd,2,0,21,0.2,0,0.00,2019-2020,EPL
Joe Gomez,Liverpool,28,22,"2,004",22.3,0,0.00,2019-2020,EPL
Anthony Gordon,Everton,11,4,440,4.9,0,0.00,2019-2020,EPL
Dan Gosling,Bournemouth,24,14,"1,264",14.0,3,0.21,2019-2020,EPL
Andre Gray,Watford,23,7,755,8.4,2,0.24,2019-2020,EPL
Demarai Gray,Leicester City,21,3,622,6.9,2,0.29,2019-2020,EPL
Jack Grealish,Aston Villa,36,36,"3,233",35.9,8,0.22,2019-2020,EPL
,,,,,,,,2019-2020,EPL
Mason Greenwood,Manchester Utd,31,12,"1,320",14.7,10,0.68,2019-2020,EPL
Pascal Groß,Brighton,29,22,"1,796",20.0,2,0.10,2019-2020,EPL
Vicente Guaita,Crystal Palace,35,35,"3,150",35.0,0,0.00,2019-2020,EPL
Mattéo Guendouzi,Arsenal,24,19,"1,748",19.4,0,0.00,2019-2020,EPL
Frederic Guilbert,Aston Villa,25,22,"2,041",22.7,0,0.00,2019-2020,EPL
İlkay Gündoğan,Manchester City,31,21,"2,020",22.4,2,0.09,2019-2020,EPL
Angus Gunn,Southampton,10,10,900,10.0,0,0.00,2019-2020,EPL
Sébastien Haller,West Ham,32,24,"2,266",25.2,7,0.28,2019-2020,EPL
Grant Hanley,Norwich City,15,14,"1,262",14.0,0,0.00,2019-2020,EPL
Kortney Hause,Aston Villa,18,17,"1,545",17.2,1,0.06,2019-2020,EPL
Isaac Hayden,Newcastle Utd,29,26,"2,223",24.7,1,0.04,2019-2020,EPL
Tom Heaton,Aston Villa,20,20,"1,794",19.9,0,0.00,2019-2020,EPL
Dean Henderson,Sheffield Utd,36,36,"3,240",36.0,0,0.00,2019-2020,EPL
Jordan Henderson,Liverpool,30,26,"2,238",24.9,4,0.16,2019-2020,EPL
Jeff Hendrick,Burnley,24,22,"1,931",21.5,2,0.09,2019-2020,EPL
Wayne Hennessey,Crystal Palace,3,3,270,3.0,0,0.00,2019-2020,EPL
Javier Hernández,West Ham,2,1,107,1.2,1,0.84,2019-2020,EPL
Onel Hernández,Norwich City,26,14,"1,384",15.4,1,0.07,2019-2020,EPL
Son Heung-min,Tottenham,30,28,"2,476",27.5,11,0.40,2019-2020,EPL
George Hirst,Leicester City,2,0,11,0.1,0,0.00,2019-2020,EPL
Rob Holding,Arsenal,8,6,581,6.5,0,0.00,2019-2020,EPL
José Holebas,Watford,14,11,"1,025",11.4,0,0.00,2019-2020,EPL
Mason Holgate,Everton,27,24,"2,054",22.8,0,0.00,2019-2020,EPL
Nathan Holland,West Ham,2,0,33,0.4,0,0.00,2019-2020,EPL
Conor Hourihane,Aston Villa,27,18,"1,534",17.0,3,0.18,2019-2020,EPL
,,,,,,,,2019-2020,EPL
Callum Hudson-Odoi,Chelsea,22,7,863,9.6,1,0.10,2019-2020,EPL
Will Hughes,Watford,30,27,"2,252",25.0,1,0.04,2019-2020,EPL
Pierre Højbjerg,Southampton,33,30,"2,752",30.6,0,0.00,2019-2020,EPL
Jordon Ibe,Bournemouth,2,0,50,0.6,0,0.00,2019-2020,EPL
Adam Idah,Norwich City,12,1,228,2.5,0,0.00,2019-2020,EPL
Odion Ighalo,Manchester Utd,11,0,101,1.1,0,0.00,2019-2020,EPL
Kelechi Iheanacho,Leicester City,20,12,960,10.7,5,0.47,2019-2020,EPL
Danny Ings,Southampton,38,32,"2,804",31.2,22,0.71,2019-2020,EPL
Alex Iwobi,Everton,25,19,"1,596",17.7,1,0.06,2019-2020,EPL
Phil Jagielka,Sheffield Utd,6,2,244,2.7,0,0.00,2019-2020,EPL
Alireza Jahanbakhsh,Brighton,10,3,311,3.5,2,0.58,2019-2020,EPL
Daniel James,Manchester Utd,33,26,"2,287",25.4,3,0.12,2019-2020,EPL
Matty James,Leicester City,1,0,6,0.1,0,0.00,2019-2020,EPL
Reece James,Chelsea,24,16,"1,515",16.8,0,0.00,2019-2020,EPL
Daryl Janmaat,Watford,8,7,607,6.7,0,0.00,2019-2020,EPL
Gabriel Jesus,Manchester City,34,21,"2,030",22.6,14,0.62,2019-2020,EPL
Raúl Jiménez,Wolves,38,37,"3,236",36.0,17,0.47,2019-2020,EPL
João Pedro,Watford,3,0,25,0.3,0,0.00,2019-2020,EPL
Joelinton,Newcastle Utd,38,32,"2,683",29.8,2,0.07,2019-2020,EPL
Ben Johnson,West Ham,3,3,270,3.0,0,0.00,2019-2020,EPL
Curtis Jones,Liverpool,6,1,126,1.4,1,0.71,2019-2020,EPL
Phil Jones,Manchester Utd,2,2,135,1.5,0,0.00,2019-2020,EPL
Bruno Jordão,Wolves,1,0,7,0.1,0,0.00,2019-2020,EPL
Jorginho,Chelsea,31,27,"2,379",26.4,4,0.15,2019-2020,EPL
Jota,Aston Villa,10,4,335,3.7,0,0.00,2019-2020,EPL
,,,,,,,,2019-2020,EPL
Diogo Jota,Wolves,34,27,"2,284",25.4,7,0.28,2019-2020,EPL
James Justin,Leicester City,13,11,"1,012",11.2,0,0.00,2019-2020,EPL
Christian Kabasele,Watford,27,26,"2,250",25.0,0,0.00,2019-2020,EPL
Harry Kane,Tottenham,29,29,"2,587",28.7,18,0.63,2019-2020,EPL
N'Golo Kanté,Chelsea,22,20,"1,732",19.2,3,0.16,2019-2020,EPL
Moise Kean,Everton,29,6,852,9.5,2,0.21,2019-2020,EPL
Michael Keane,Everton,31,28,"2,559",28.4,2,0.07,2019-2020,EPL
Naby Keïta,Liverpool,18,9,815,9.1,2,0.22,2019-2020,EPL
Lloyd Kelly,Bournemouth,8,7,639,7.1,0,0.00,2019-2020,EPL
Martin Kelly,Crystal Palace,19,17,"1,549",17.2,0,0.00,2019-2020,EPL
Max Kilman,Wolves,3,2,185,2.1,0,0.00,2019-2020,EPL
Joshua King,Bournemouth,26,24,"2,011",22.3,6,0.27,2019-2020,EPL
Timm Klose,Norwich City,7,7,585,6.5,0,0.00,2019-2020,EPL
Jonathan Kodjia,Aston Villa,6,0,117,1.3,0,0.00,2019-2020,EPL
Sead Kolašinac,Arsenal,26,19,"1,701",18.9,0,0.00,2019-2020,EPL
Ezri Konsa,Aston Villa,25,24,"2,039",22.7,1,0.04,2019-2020,EPL
Cheikhou Kouyaté,Crystal Palace,35,29,"2,528",28.1,1,0.04,2019-2020,EPL
Mateo Kovačić,Chelsea,31,23,"2,073",23.0,1,0.04,2019-2020,EPL
Emil Krafth,Newcastle Utd,17,11,"1,020",11.3,0,0.00,2019-2020,EPL
